indeks_mapel_un_1_5,presentase_rangking _1_5,indeks_mapel_un_3_5,presentase_rangking _1_5,lulus_tpb
86.34,3.74,84.04,10.7,1
84.95,19.25,80.88,31.07,1
81.56,11.59,81.51,9.18,0
85.12,17.11,79.98,19.07,1
85.28,44.13,86.02,47.56,1
86.09,36.11,85.33,34.72,1
85.83,6.85,87.1,4.66,1
78.96,17.58,79.83,20.96,1
82.26,32,82.42,35.33,1
83.33,27.96,84.79,23.06,1
82.8,17.24,84.5,16.15,1
85.33,14.97,83.3,17.24,1
86.83,23.64,85.82,35.05,1
84.77,14.78,82.36,24.48,1
78.33,42.26,77.96,42.24,1
82.7,2.53,85.36,3.16,1
84.37,0.72,82.46,0.97,1
85.38,9.09,84.89,8.28,1
83.76,36.14,82.54,37.28,1
81.27,13.98,79.09,9.43,1
86.14,5.35,80.75,13.95,1
78.35,14.86,75.67,12.17,1
83.91,9.04,85.33,8.66,1
86.21,13.36,84.2,10.2,0
76.54,36.23,76,41.3,1
83.8,27.27,79.02,31.35,1
83.25,29.66,83.84,28.17,0
81.91,22.6,84.28,18.29,1
82.87,19.23,82.99,38.03,1
85.02,26.25,82.2,44.49,1
79.2,21.71,79.67,31.62,1
84.31,24.06,82.93,26.38,1
83.82,10.9,84.81,13.89,1
78.75,18.39,76.91,48.17,1
82.12,36.92,84.82,36.6,1
87.88,14.55,88.31,15.17,1
80.07,44.52,79.49,40.6,1
83.79,7.94,82.31,12.31,1
84.61,1.27,85.9,1.27,1
83.53,41.26,84.69,45.79,1
81.04,37.29,82,28.34,1
90.54,2.28,90.15,2.66,1
81.02,36.11,80.36,52.78,1
85.83,3.89,82.85,6.68,0
83.68,8.97,83.33,11.32,1
83.1,17.95,82.79,37.5,0
80.61,2.29,82.78,7.24,1
79.84,16.07,79.6,30.99,1
83.18,37.43,86.23,38.71,1
81.29,16.88,82.7,17.29,1
84.89,12.17,87.07,16.62,1
88.25,4.29,88.38,5.72,1
81.37,49.31,81.22,55.09,1
85.17,16.58,83.91,16.36,1
82.91,14.94,83.96,26.73,1
83.82,7.69,83.69,13.33,1
83.75,8.41,82.79,16.51,1
86.52,30.91,86.54,30.5,1
84.19,1.46,82.83,5.62,0
83.98,30.89,85.12,34.43,1
83.44,33.16,86.06,53.74,1
82.54,43.7,84.36,25.29,1
84.26,32.87,86.6,27.1,1
82.21,40.3,83.52,39.64,0
83.17,2.19,81.9,10.59,1
86.38,19.71,87.29,21.83,1
84.79,25.87,83.01,14.92,1
83.19,10.34,83.89,9.2,1
81.27,23.53,78.96,26.14,1
82.59,11.8,82.57,10,0
79.24,20,80.39,19.81,1
85.4,13.37,82.61,36.15,1
82.87,25.47,83.3,24.05,1
89.1,5.7,88.09,6.73,1
80.33,29.61,80.11,30.33,1
82.99,51,81.35,50.89,1
85.59,5.13,86.53,9.15,1
87.06,1.28,87.89,5.28,1
83.43,34.22,83.09,37.21,1
82.95,3.65,82.82,6.57,1
84.95,45.26,83.36,61.2,1
88.85,7.73,89.93,9.1,1
84.6,5.65,84.35,5.56,1
81.75,16.67,82.99,18.02,0
86.32,3.21,85.78,13.2,1
80,14.29,82.09,11.4,1
85.41,3.66,86.45,5,1
88.03,12.73,88.18,19.85,1
86.51,3.48,86.91,3.72,1
79.54,14.29,79.69,20.27,1
79.47,16,80.43,23.05,1
78.42,38.1,77.16,47.76,1
82.46,18.03,81.69,38.52,1
82.24,33.64,81.55,34.58,1
86.03,23.36,86.1,30.46,0
83.05,15.54,83.45,15.72,1
81.99,35.65,84.71,33.82,1
82.63,14.75,83.96,13.66,1
84.17,32.12,82.38,57.17,1
83.65,28.88,86.2,33.87,1
81.84,30.33,82.67,30.33,1
79.35,18.29,79.9,25.05,1
81.39,1.71,79.98,1.62,1
81.85,28.69,81.31,36.34,1
86.45,38.94,88.09,36.5,1
82.62,48,82.49,52,1
82.96,10.66,81.27,9.02,1
83.99,17.61,83.39,22.07,0
84.37,0.82,84.67,1.37,1
82.67,13.11,82.95,17.21,1
83.38,4.1,83.82,6.28,1
83.73,2.46,83.78,2.73,1
83.03,48.19,82.42,44.75,1
81.85,40,83.26,26.2,1
79.8,12,78.8,14.59,1
83.9,26.2,79.94,15.85,1
82.15,36.45,82.31,35.83,1
85.47,37.23,87.22,47.38,1
83.06,8.2,82.66,17.21,0
82.62,15.57,82.52,16.39,1
81.39,17.27,80.8,28.18,1
80.46,48.59,82.39,48.83,1
84.46,21.93,82.55,29.11,1
83.19,31.46,84.61,35.15,1
82.16,55.08,85.31,49.64,1
87.08,9.15,87.17,18.24,0
84.17,30.91,83.26,41.62,1
82.81,14,81.91,17.42,1
83.84,7.01,83.28,11.37,1
87.07,23.08,86.96,17.22,0
83.35,4.92,80.73,23.22,1
86.58,29.09,87.4,26.25,1
82.69,17.89,82.28,15.41,1
89.62,1.54,88.91,7.25,1
89.38,22.22,87.7,30.37,1
82.19,53.48,85.71,42.29,0
82.51,8.76,83.61,9.82,1
85.93,4.07,86.11,2.69,1
88.89,7.27,88.36,6.68,1
83.53,41.26,83.57,20.14,1
86.29,7.61,88.39,8.67,0
83.81,24.33,81.48,50.63,1
82.23,34.11,79.7,68.54,1
82.17,26.95,82.42,29.06,1
83.78,35.74,84.37,35.15,1
92.55,9.84,94.39,13.07,1
83.85,38.51,84.52,36.83,1
82.69,31.15,83.28,33.88,1
80,30.43,78.59,44.49,1
81.73,38.7,82.24,44.41,1
86.44,12.88,86.44,10.59,1
85.29,40.15,83.23,40.22,1
86.82,10.96,83.82,12.5,0
86.05,2.44,83.75,4.68,1
82.52,22.44,83.52,22.86,0
83.31,13.46,83.93,21.15,0
80.68,7.43,80.52,9.37,1
80.82,12.41,79.56,10.71,1
79.58,38.63,79.71,39.2,1
83.28,15.38,84.43,14.61,1
85.43,6.94,86.06,12.5,0
74.15,48.81,76.51,36.11,1
86.65,10.78,85.93,10.18,1
84.83,13.91,85.64,11.86,1
81.14,22.97,81.57,36.04,1
82.13,6.56,83.98,7.38,1
79,27.98,80.58,27.2,1
79.32,23.21,80.79,21.6,1
83.14,9.76,83.77,9.84,1
80.7,20.43,77.96,20.83,1
82.9,41.71,81.27,34.36,1
77.96,17.14,77.2,36.81,1
83.79,13.41,82.84,24.27,1
83.78,20,85.33,18.84,1
81.27,24.89,82.31,33.33,1
88.55,7.69,89.6,5.14,1
78.91,31.55,79.61,23.47,1
80.76,6.29,80.48,4.41,1
78.08,50.29,77.41,55.47,1
78.3,42.86,78.25,39.58,0
86.66,12.17,87,15.59,1
87.48,22.12,87.56,24.06,1
82.5,7.87,80.49,28.21,1
81.31,35.03,79.97,34.79,1
81.58,21.24,81.83,36.27,0
81.69,23.36,82.55,24.17,0
87.46,22.6,87.11,27.5,1
83.79,35.19,83.32,47.06,1
81.31,19.09,79.56,25.91,1
83.6,36.73,85.45,37.5,1
82.18,17.51,81.93,20.53,1
83.66,27.81,85.45,29.11,1
83.04,2.92,84.97,4.12,1
83.11,13.46,82.78,16.67,1
83.98,38.79,84.6,46.67,1
82.36,24.36,82.92,28.85,1
85.03,3.08,85.63,3.59,1
84.78,17.49,85.21,17.87,0
85.43,25,85.28,22.2,1
83.06,22.43,84.28,18.38,1
85.84,5.22,85.58,5.35,1
82.74,19.87,82.31,21.13,1
82.18,35.51,80.77,55.14,1
84.22,3.7,84.47,3.96,1
82.09,19.77,83,21.06,1
82.76,12.43,83.43,15.62,1
81.56,46.73,82.72,48.29,1
86.14,14.21,86.58,18.61,1
80.24,26.88,78.43,13.82,0
84.92,24.37,86.32,26.4,1
80.66,21.31,79.77,30.39,1
83.28,7.8,82.79,15.82,1
86.5,23.7,86.1,25.19,0
81.61,27.68,81.74,22.32,1
81.58,20.6,81.34,31.47,1
81.84,24.29,81.69,25.31,1
80.89,11.68,82.14,13.87,1
84.03,5.14,83.11,18.54,1
79.22,21.14,79.05,27.53,1
82.42,4.67,83.39,9.4,1
80.78,30.05,80.77,37.13,1
80.92,23.08,82.65,24.62,1
82.55,45.99,85.44,47.49,1
81.79,25.42,82.83,29.92,0
82.84,12,83.85,16.13,1
82.82,5.06,84.14,6.75,1
79,4.81,80.22,4.22,1
87.12,8.22,86.89,8.1,1
77.56,20.57,79.89,19.05,0
81.57,22.78,80.63,27.85,1
86.3,18.92,85.59,18.04,1
83.76,38.58,85.43,39.76,1
83.8,32.2,85.61,36.86,1
83.88,6.15,83.09,15.9,1
83.78,35.19,83.2,33.64,1
79.63,50,79.74,52.88,1
83.22,3.8,84.17,5.91,1
81.43,38.05,81.58,34.81,1
86.94,10.73,86.95,10.59,1
89.04,0.74,88.84,3.78,1
82.3,26.28,83.81,26.07,1
78.52,13.71,80,20,1
82.77,17.05,80.23,16.42,1
80,28.85,80,29.8,0
81.53,13.13,81.67,17.35,1
80.17,26.92,80.17,26.92,1
82.71,7.3,83.68,9.04,1
80.33,25,80.33,25,1
80.83,19.23,80.83,24.17,1
84,3.85,84,3.85,1
78.16,44.83,78.18,53.65,0
81.09,19.38,80.01,14.95,0
84.85,24.87,85.51,26.06,1
81.16,15.05,81.98,10.33,1
82.44,16.67,81.55,26.92,1
81.25,11,84.09,6.67,1
81.53,14.4,84.31,26.96,1
78.88,5.71,84.31,26.96,0
81.74,49.28,84.31,26.96,0
86.53,7.86,84.31,26.96,1
80.95,7.69,84.31,26.96,0
86.87,6.55,88.06,9.61,1
86.76,7.42,88.21,8.3,0
87.51,13.04,84.31,26.96,1
86.63,1.73,84.31,26.96,1
83.38,14.52,84.31,26.96,1
81.85,6.67,84.31,26.96,1
89.83,1.41,84.31,26.96,1
81.22,36.84,83.17,45.58,1
84.5,40.63,84.31,26.96,1
79.15,33.33,84.31,26.96,1
84.7,25.54,84.31,26.96,0
82.66,34.21,84.31,26.96,1
86.13,16.3,84.31,26.96,1
85.32,4.59,84.31,26.96,1
79.56,18.49,84.31,26.96,1
80.2,7.55,84.31,26.96,0
84.14,6.12,84.31,26.96,1
83.39,7.09,85.3,8.27,0
81.63,38.55,84.31,26.96,1
84.25,1.46,84.31,26.96,1
80.63,21.05,84.31,26.96,1
91.03,3,92.46,2.31,0
81.87,35.37,84.3,30.42,1
91.5,18.6,84.31,26.96,0
92.07,13.18,84.31,26.96,0
80.29,21.74,84.31,26.96,0
81.5,16.67,84.31,26.96,1
86.86,1.83,88.47,2.14,1
87.22,5.39,84.31,26.96,1
85.68,32.33,87.07,26.45,1
78.8,10.34,80.56,10.34,0
81.82,1.1,84.31,26.96,1
79.35,6.59,84.31,26.96,1
87.1,18.29,84.31,26.96,1
85.65,8.11,87.63,5.41,1
85.89,9.52,87.68,10.79,1
79.09,6.48,79.94,17.9,1
80.44,4.25,81.28,7.95,1
80.78,23.97,84.31,26.96,1
82.62,3.61,84.31,26.96,1
77.82,22.97,84.31,26.96,1
85.33,14.15,84.31,26.96,1
80.62,20,84.31,26.96,1
80.98,0.94,81.94,4.61,1
75.93,40.54,84.31,26.96,1
84.89,0.62,86.61,0.83,1
83.38,3,85.3,2.17,0
84.81,0.78,84.31,26.96,1
80.7,42.55,84.31,26.96,1
83.88,9.65,84.31,26.96,1
87.46,8.24,84.31,26.96,1
81.67,14.05,84.31,26.96,1
85.04,29.87,84.31,26.96,0
80.73,16,84.31,26.96,1
88.6,3.95,84.31,26.96,1
75.75,44.59,84.31,26.96,1
89.68,3.24,84.31,26.96,1
84.83,1.56,84.31,26.96,0
86.67,4.39,84.31,26.96,1
84.89,15.32,84.31,26.96,0
91.01,1.32,84.31,26.96,1
81.02,10.56,84.31,26.96,1
81.9,6.5,84.31,26.96,1
86.93,12.99,89.3,12.12,1
77.78,4.76,79.47,8.47,0
81.01,12.5,84.31,26.96,1
84.19,1.75,85.53,4.87,0
79.57,12.2,84.31,26.96,1
81.2,12.9,84.31,26.96,0
84.21,26.54,86.44,25.72,1
89.77,5,84.31,26.96,1
81.35,31.61,84.31,26.96,1
77.44,50,84.31,26.96,1
88.59,25,89.67,19.44,1
85.3,11.84,84.31,26.96,1
82.68,24.89,84.31,26.96,1
81.52,29,82.14,37,0
82.24,50.47,84.31,26.96,1
79.11,6.9,84.31,26.96,1
82.73,9.76,83.28,25.2,1
81.74,7,83.85,7.67,1
80.25,29.34,84.31,26.96,1
84.83,30.86,84.31,26.96,1
78.05,11.11,84.31,26.96,1
81.53,42.59,84.31,26.96,1
85.03,3.05,86.26,5.77,1
83.68,4.66,84.31,26.96,1
83.96,20.96,84.31,26.96,1
87.91,15.52,84.31,26.96,1
78.8,47.54,84.31,26.96,1
84.82,0.69,84.31,26.96,1
84.18,6.25,84.31,26.96,1
79.81,13.45,84.31,26.96,0
79.46,44.1,80.55,33.33,1
87.56,10.09,84.31,26.96,1
79.88,32.3,80.76,28.57,1
80.78,41.25,82.25,43.92,1
80.28,5.66,82.06,4.29,1
81.72,6.71,84.31,26.96,0
84.14,1.69,84.31,26.96,1
86.47,24.48,84.31,26.96,1
84.43,40.74,84.31,26.96,1
87.15,14.04,84.31,26.96,1
88.29,6.22,90.07,7.59,1
93,47.79,94.28,43.14,1
86.31,22.22,88.18,21.13,1
86.48,19.56,84.31,26.96,1
84.86,37.33,84.31,26.96,1
85.74,27.56,84.31,26.96,1
83.26,5.66,84.31,26.96,1
85.21,32.89,84.31,26.96,0
80.88,20.92,84.31,26.96,1
84.85,37.78,84.31,26.96,1
84.63,29.25,84.31,26.96,1
86.82,15.11,87,21.62,1
81.18,36.79,84.31,26.96,1
93.47,27.94,94.7,26.96,1
89.05,13.33,90.22,9.44,0
82.93,5,84.31,26.96,1
83.78,14.29,85.28,18.61,1
82.63,27.13,84.31,26.96,1
81.11,20,84.31,26.96,1
85.05,4.55,84.31,26.96,1
83.38,9.09,86.34,7.58,1
86.45,31.82,84.31,26.96,1
83.91,9.74,84.31,26.96,1
83.33,28.57,84.31,26.96,1
82.02,11.11,84.31,26.96,1
87.68,4.49,84.31,26.96,1
80.13,26.83,84.31,26.96,1
82.67,3.85,84.7,4.49,1
86.95,9.52,88.18,9.65,1
83.83,10.53,84.31,26.96,1
82.9,19.28,84.31,26.96,1
86.42,12.35,84.31,26.96,1
85.35,13.58,84.31,26.96,1
86.9,14.86,89.49,15.81,1
87.71,5.56,89.83,5.56,1
87.39,7.41,84.31,26.96,1
81.71,7.5,84.31,26.96,0
85.14,16.67,84.31,26.96,1
84.12,27.78,84.31,26.96,1
80.12,11.76,84.31,26.96,1
85.27,26.62,84.31,26.96,1
93.7,14.41,84.31,26.96,1
89.28,11.28,84.31,26.96,1
84.76,24.01,88.36,21.27,1
83.35,26.67,84.31,26.96,0
86.06,32.61,84.31,26.96,1
78.59,31.25,84.31,26.96,1
90.24,4.85,84.31,26.96,0
83.92,3.51,85.72,3.31,1
82.68,28.75,84.78,19.58,1
84.3,45.06,84.31,26.96,1
89.01,15.02,90.44,16.43,1
80.45,16.44,84.31,26.96,1
85.8,39.45,84.31,26.96,1
85.58,9.01,84.31,26.96,1
88.29,24.03,84.31,26.96,1
86.67,28.57,84.31,26.96,1
82.48,2.56,84.24,2.22,1
83.66,45.03,85.7,45.22,1
84.06,0.51,85.76,0.51,1
80.76,12.82,84.31,26.96,1
80.24,17.95,84.31,26.96,1
83.63,11.25,86.8,10.83,1
89.84,2.63,84.31,26.96,1
81.26,7.69,83.42,4.44,1
87.55,9.33,84.31,26.96,1
86.07,24,87.68,26.64,1
84.21,46.22,84.31,26.96,0
86.58,17.78,84.31,26.96,1
86.59,17.33,88.01,22.17,1
85.55,28,84.31,26.96,1
83.24,41.36,84.31,26.96,1
87.55,4.68,90.67,3.12,0
87.57,36.91,84.31,26.96,1
87.57,0.66,84.31,26.96,1
79.09,45.78,84.31,26.96,1
86.14,17.82,84.31,26.96,1
79.29,6.17,84.31,26.96,0
76.39,22.73,84.31,26.96,0
83.52,4,84.31,26.96,1
86.35,6.52,88.36,10.89,1
81.19,23.88,84.31,26.96,0
84.29,3.1,84.31,26.96,1
87.71,4.66,91.23,6.21,0
84.14,14.85,86.33,19.36,1
84.4,30.11,87.55,29.15,1
83.87,16.67,84.31,26.96,1
92.28,37.5,84.31,26.96,0
84.8,31.48,84.31,26.96,1
82.99,2.08,84.31,26.96,0
84.14,15.28,84.31,26.96,1
83.86,32.72,84.31,26.96,1
82.38,6.25,84.31,26.96,1
80.1,20,84.31,26.96,1
86.49,11.92,84.31,26.96,0
80.95,9.84,84.31,26.96,1
89.52,5.65,90.85,8.06,1
81.81,20,84.31,26.96,0
89.63,4.84,84.31,26.96,0
82.81,23.2,84.31,26.96,1
78.19,20.37,84.31,26.96,1
87.86,2.8,84.31,26.96,1
79.86,3.7,82.21,2.16,1
78.13,12.63,78.44,17.89,1
86.36,41.03,84.31,26.96,1
78.22,5.66,84.31,26.96,1
79.87,20.5,81.12,41.17,1
84.57,4.79,84.31,26.96,1
83.98,10.39,85.11,19.91,0
83.94,18.07,84.31,26.96,1
83.31,6.44,84.66,9.51,0
80.42,27.27,84.31,26.96,1
82.04,15.94,82.95,16.82,0
86.67,10.38,84.31,26.96,1
88.38,2.17,91.42,1.85,1
88.69,18.46,84.31,26.96,1
84.39,11.11,84.31,26.96,1
83.76,41.09,84.31,26.96,1
89.07,11.93,89.42,16.51,1
84.64,26.52,88.19,22.22,1
83.77,12.26,84.31,26.96,1
83.5,9.94,85,10.72,0
85.02,26.63,86.67,37.27,1
86.35,6.52,88.43,10.52,1
86.23,8.73,87.79,10.63,1
88.31,20.27,84.31,26.96,1
85.56,16.85,87.03,28.97,1
77.14,50.77,79.94,61.54,1
79.39,38.46,84.31,26.96,1
79.78,27.69,80.88,32.65,1
79.74,30.26,84.31,26.96,1
79.39,21.84,80.87,19.16,1
89.02,11.11,84.31,26.96,1
85.92,11.83,84.31,26.96,1
85.1,16.51,87.12,20.6,0
85.85,8.33,84.31,26.96,1
81.98,13.89,84.31,26.96,1
85.91,2.08,84.31,26.96,1
80.29,16.41,81.3,24.96,1
84.59,2.3,85.37,3.07,1
84.59,5.44,86.07,4.99,1
83.08,14.29,83.58,22.22,1
80.2,14.38,84.31,26.96,1
80.45,16,84.31,26.96,1
80.59,18.7,82.25,17.62,1
84.85,33.7,86.49,38.38,1
83.33,13.25,86.91,16.53,1
85.77,13.04,87.33,22.32,1
85.17,18.27,84.31,26.96,1
86.4,15.23,84.31,26.96,1
79.95,24.24,82.06,29.8,1
81.41,13.89,84.31,26.96,1
85.71,15.22,84.31,26.96,1
84.62,40.22,86.24,45.57,1
83.18,45.19,84.31,26.96,0
84.01,28.8,84.31,26.96,1
81.73,38.57,84.31,26.96,1
82.55,36.6,84.7,32.09,1
85.38,15.38,88.91,10.42,1
84.8,42.31,84.31,26.96,0
86.25,7.61,84.31,26.96,1
84.72,23.46,88.28,13.37,1
82.75,32.68,84.31,26.96,0
85.86,46.01,84.31,26.96,1
81.76,13.46,84.24,19.23,0
81.92,12.37,83.15,13.06,1
85.91,20.11,84.31,26.96,1
92.56,25,84.31,26.96,1
80.11,11.43,84.31,26.96,1
83.54,1.72,83.86,4.6,1
88.16,10.17,91.66,6.64,1
82.69,46.79,83.72,53.21,1
80.04,25,84.31,26.96,1
84.22,25.69,84.31,26.96,1
80.74,14.4,84.31,26.96,1
83.91,1.56,84.67,2.08,1
83.17,23,84.31,26.96,0
86,19.54,84.31,26.96,1
84.98,28.45,84.31,26.96,1
82.13,27.45,84.66,22.22,1
84.16,18.43,84.31,26.96,0
88.12,20.26,84.31,26.96,0
82.71,36.67,84.31,26.96,1
84.09,28.4,84.31,26.96,0
87.44,1.75,89.15,2.78,1
84.55,3.85,86.28,3.85,0
89.37,6.09,84.31,26.96,1
87.03,5.99,84.31,26.96,1
80.78,43.18,84.31,26.96,1
87.44,17.39,84.31,26.96,1
86.1,26.67,84.31,26.96,1
86.57,7.3,84.31,26.96,1
90.07,10.09,90.18,10.7,0
83.95,2.92,84.31,26.96,0
81.51,46.71,82.1,45.51,1
92.11,2.15,93,2.87,1
79.53,27.5,80.67,44.67,1
87.43,30.26,84.31,26.96,1
86.24,2.04,87.54,2.27,1
84.76,36.41,87.5,32.58,1
89.21,18.28,84.31,26.96,1
79.23,4.63,84.31,26.96,1
83.38,11.11,85.08,9.16,1
85.27,22.28,84.31,26.96,1
84.63,44,84.31,26.96,0
85.24,35.43,84.31,26.96,1
84.28,3.55,86.61,2.84,1
76.7,32.43,84.31,26.96,1
85.62,15.76,84.31,26.96,1
78.42,36.5,84.31,26.96,1
83.56,12.13,86.55,14.11,1
84.28,6.58,84.31,26.96,1
84.92,2.81,84.31,26.96,1
83.55,12.5,86,47.56,1
82.88,13.47,84.43,13.3,1
75.61,43.06,84.31,26.96,1
82.8,17.39,84.31,26.96,0
83.51,6.9,84.31,26.96,0
83.64,7.6,84.31,26.96,1
82,18.44,84.31,26.96,0
88.77,7.26,89.85,11.29,1
88.12,9.68,84.31,26.96,1
84.99,16.34,84.31,26.96,1
77.07,46.34,84.31,26.96,1
85.27,17.14,84.31,26.96,1
84.56,43.48,86.76,36.72,1
83.88,5.67,86.03,5.91,1
84.39,8.43,86.65,14.06,0
91.68,0.97,94.61,1.13,1
89.42,12.45,84.31,26.96,1
83.65,3.64,84.31,26.96,1
78.24,4.72,84.31,26.96,1
82.68,2,84.31,26.96,1
88.71,31.63,84.31,26.96,1
79.71,25,84.31,26.96,1
81.06,14.63,84.31,26.96,1
86,4.17,84.31,26.96,1
80.35,30.36,84.31,26.96,1
82.01,16.48,84.31,26.96,0
84.58,1.73,86.48,4.27,1
82.81,27.03,84.31,26.96,1
82.66,35.84,84.31,26.96,1
86.07,16.15,84.31,26.96,1
81.67,4.95,82.56,15.18,1
85.67,23.08,84.31,26.96,0
84.4,2.33,84.31,26.96,0
86.62,7.53,89.71,14.7,1
79.01,10.37,81.7,10.12,1
78.94,9.93,84.31,26.96,1
85.34,11.79,86.82,14.85,1
80.18,12.09,84.31,26.96,1
88.55,15.91,84.31,26.96,1
88.41,14.04,84.31,26.96,0
90.05,37.97,84.31,26.96,1
92.4,20.25,84.31,26.96,1
83.62,3.6,84.31,26.96,1
90.02,7.69,92.68,3.45,0
82.43,38.5,84.31,26.96,1
77.15,18.87,84.31,26.96,1
81.97,34.47,84.31,26.96,0
86.86,28.34,87.97,32.02,1
85.15,37.14,84.31,26.96,1
80.72,22.9,84.31,26.96,1
86.74,24.44,84.31,26.96,1
85.18,1.53,84.31,26.96,1
82.51,27.21,85.61,29.45,1
82.96,40.97,84.31,26.96,1
91.89,2.74,84.31,26.96,1
83.49,12.87,84.31,26.96,1
83.36,10.36,86.47,5.04,1
88.26,1.92,84.31,26.96,1
81.12,46.31,84.31,26.96,1
83.15,33.33,84.31,26.96,0
84.71,15.56,84.31,26.96,0
81.63,47.06,84.31,26.96,1
83.59,9.36,85.11,8.77,1
86.45,10.26,84.31,26.96,1
85.95,23.81,84.31,26.96,1
80.49,25.25,84.31,26.96,1
83.65,43.66,84.31,26.96,1
81.3,2.86,84.31,26.96,1
90.87,4.62,91.58,7.77,1
87.11,6.18,84.31,26.96,1
86.14,13.04,84.31,26.96,1
80.31,21.12,80.58,30.64,0
88.49,6.78,84.31,26.96,1
83.24,15.2,85.01,10.14,0
80.98,30.28,81.72,34.99,1
87.2,11.21,89.46,8.85,1
85.72,14.7,84.31,26.96,1
81.79,37.43,83.3,36.06,1
81.04,29.08,82.11,27.86,1
87.75,31.08,84.31,26.96,1
80.46,39.84,84.31,26.96,0
82.15,23.32,84.31,26.96,1
89.52,37.93,84.31,26.96,1
92.46,11.21,84.31,26.96,1
80.91,24.24,81.27,30.3,1
90.8,3.43,91.94,4.76,1
86.61,32.26,87.06,33.69,1
88.38,15.03,84.31,26.96,1
85.05,11.98,84.67,16.57,1
81.87,22.86,84.31,26.96,1
80.09,21.03,84.31,26.96,0
78.04,20,84.31,26.96,1
81.36,14.14,84.31,26.96,0
84.88,0.91,85.39,1.82,0
84.24,13.97,84.31,26.96,1
83.92,32.17,84.31,26.96,1
88.69,2.4,88.42,4.59,1
82.36,27.95,84.45,29.11,1
90.45,2.54,92.76,2.68,1
83.78,0.56,85,2.41,1
77.39,35.85,84.31,26.96,1
93.58,13.92,84.31,26.96,1
81.62,20.56,83.2,17.81,1
83.17,30.86,84.31,26.96,1
77.35,30,84.31,26.96,1
83.93,17.9,84.31,26.96,1
83.59,2.22,85.11,2.41,1
80.85,37.59,84.31,26.96,1
92.08,3.23,93.03,2.51,1
84.92,38.46,84.31,26.96,0
91.65,0.42,94,0.85,1
83.38,29.86,84.31,26.96,1
85.31,20.18,87.27,20.11,1
83.29,48.35,84.31,26.96,1
82.6,6.9,84.31,26.96,1
83.74,40.85,84.31,26.96,1
80.98,41.89,84.31,26.96,1
83.03,11.92,85.12,8.64,0
83.78,15.09,84.31,26.96,1
86.53,21.19,88.73,24.44,1
82.71,39.01,84.31,26.96,0
87.18,14.41,89.27,19.63,1
81.68,36.9,84.31,26.96,1
78.33,22.64,84.31,26.96,0
83.27,8.81,84.94,8.98,1
86.97,8.46,84.31,26.96,1
82.6,22.39,84.31,26.96,1
76.92,11.11,77.97,34.92,1
81.03,20.1,84.31,26.96,1
84.69,35.8,84.31,26.96,1
84.12,2.34,85.31,6.82,1
85.24,17.59,84.31,26.96,1
89.25,19.08,84.31,26.96,1
85.5,13.89,87.28,9.26,1
87.26,43.24,84.31,26.96,1
90.73,2.01,84.31,26.96,1
85.8,11.11,87.61,7.41,1
92.33,15.71,84.31,26.96,1
88.38,15.6,88.73,20.18,1
90.15,5.03,84.31,26.96,0
88.68,3.57,84.31,26.96,0
84.44,4.39,84.31,26.96,1
83.48,23.08,84.31,26.96,1
80.81,45.16,81.69,52.72,0
79.43,24.44,84.31,26.96,0
87.04,45.95,89.03,41.89,1
85.44,32.57,87.4,36.95,1
83.01,32.58,84.31,26.96,1
84.6,32.16,84.31,26.96,1
84.98,5.17,84.31,26.96,1
85.42,47.78,84.31,26.96,1
82.69,10,84.31,26.96,1
81.2,38.71,84.31,26.96,1
85.3,19,84.31,26.96,0
94.93,2.52,84.31,26.96,1
85.77,21.15,84.31,26.96,1
79.95,47.71,82,41.39,1
82.24,44.17,84.31,26.96,0
82.92,26.52,84.31,26.96,1
83.78,14.29,84.31,26.96,1
78.55,17.02,80.74,16.31,1
81.48,7.78,84.31,26.96,0
84.26,39.82,84.31,26.96,1
79.51,43.18,81.76,41.67,1
81.96,37.41,84.31,26.96,1
81.9,47.75,84.31,26.96,1
78.49,43.1,79.74,48.71,1
85.27,6.88,84.31,26.96,1
82.43,28.31,84.31,26.96,1
86.66,10.77,88.57,7.05,0
84.52,26.17,84.31,26.96,1
82.44,25,84.06,32.41,1
80.4,37.6,84.31,26.96,1
78.99,9.26,84.31,26.96,1
85.91,11.84,84.31,26.96,1
84.25,36.65,84.31,26.96,1
87.08,8.08,84.31,26.96,0
80.7,30.3,84.31,26.96,1
85.86,10.04,87.3,12.81,0
85.84,32.44,84.31,26.96,1
82.15,3.03,84.31,26.96,1
85.13,2.6,86.39,3.9,1
82.22,25.96,84.31,26.96,1
80.06,5.41,84.31,26.96,0
83.13,5.97,84.31,26.96,1
83.07,23.85,85.06,28.87,1
87.56,4.63,84.31,26.96,1
83.68,19.67,86.42,17.71,1
78.72,16.98,80.28,16.53,1
84.44,1.55,85.8,1.72,1
83.9,44.62,84.31,26.96,1
85.38,40.63,84.31,26.96,1
81.73,25.53,84.31,26.96,1
83.61,8.77,84.31,26.96,0
80.85,9.45,82.18,9.19,1
88.53,21.46,89.47,26.8,1
84,28.92,84.31,26.96,0
82.39,33.15,84.31,26.96,1
83.6,6.38,85.33,7.8,1
84.84,12.12,84.31,26.96,1
83.29,33.86,84.31,26.96,1
77.84,29.63,84.31,26.96,1
80.65,13.66,81.39,21.53,0
82.54,11.55,83.67,10.5,1
85.1,14.49,86.94,23.21,1
