,angkatan,gol_ukt,4-FIS.Basis,5-MAT.Basis,4-KIM.Basis,jumlah_siswa-5,5-FIS.Basis,4-MAT,2-GEO.Unit,ranking_mapel_un-4,1-GEO.Unit,4-IND,jumlah_siswa-2,5-IND,1-BAS,3-SNB,5-KIM,3-MAT.Basis,2-SOS,1-SOS,4-MAT.Basis,1-AGM.Unit,1-SNB,5-FIS,2-EKO.Unit,5-SNB.Unit,2-BAS.Unit,3-PJO.Unit,2-BAS.Basis,3-IND,5-KIM.Basis,2-KIM,1-GEO.Basis,4-AGM.Unit,1-EKO.Unit,3-BIO,1-PJO.Unit,2-AGM.Unit,2-MAT.Basis,5-AGM.Unit,4-PJO.Unit,4-SNB.Unit,4-IND.Basis,3-AGM.Unit,1-ING,1-SNB.Unit,2-ING,4-BIO,5-IND.Basis,jenis_kelas-1,3-BAS.Unit,4-FIS,3-PJO,2-SNB.Unit,2-PJO.Unit,3-SNB.Unit,5-PJO.Unit,1-BAS.Unit,2-PJO,1-FIS.Unit,1-IND.Unit,1-ING.Unit,2-IND.Basis,1-KIM.Basis,1-EKO,4-BIO.Basis,1-MAT.Basis,3-IND.Unit,1-KIM.Unit,2-FIS.Unit,2-ING.Unit,5-MAT,ranking_mapel_un_1_5,jumlah_siswa_1_5,3-BAS.Basis,jenis_kelas-2,jenis_kelas-3,jenis_kelas-4,jenis_kelas-5,1-BIO.Unit,2-IND.Unit,3-MAT.Unit,2-MAT.Unit,1-EKO.Basis,ranking_mapel_un-2,3-FIS.Unit,2-BIO.Unit,3-KIM.Unit,3-ING.Unit,3-BIO.Unit,5-MAT.Unit,4-MAT.Unit,2-KIM.Unit,3-AGM.Basis,4-KIM.Unit,4-KIM,2-SOS.Basis,2-BAS,ranking_mapel_un-1,indeks_mapel_un-5,lulus_tpb
10,0.0,30.0,50.0,33.333333333333336,55.55555555555556,34.762979683972915,1.0309278350515463,77.77777777777777,0.0,1.1299435028248588,0.0,79.41176470588238,28.308823529411768,75.00000000000003,55.359708712881485,57.30016503153823,84.49612403100775,38.46153846153847,48.91203011147036,48.14002706083579,38.46153846153847,0.0,57.212877939529676,75.75757575757575,100.0,100.0,100.0,100.0,33.333333333333336,41.379310344827616,11.111111111111114,69.69696969696972,50.0,0.0,100.0,51.72413793103448,0.0,0.0,45.45454545454546,0.0,100.0,100.0,55.55555555555556,0.0,71.42857142857144,100.0,74.28571428571428,53.333333333333314,55.55555555555556,100.0,100.0,76.47058823529414,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,0.0,0.0,0.0,55.55555555555556,40.0,45.99105635016366,55.55555555555556,16.666666666666668,0.0,0.0,0.0,0.0,75.16778523489933,1.5576323987538938,27.549194991055458,5.2631578947368425,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,66.66666666666666,2.4539877300613497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428577,0.0,75.75757575757578,25.0,56.916592724046154,3.726708074534161,71.02815644936021,1.0
11,0.0,90.0,50.0,33.333333333333336,55.55555555555556,49.887133182844245,5.154639175257731,55.55555555555554,100.0,39.548022598870055,100.0,44.117647058823536,36.76470588235294,60.714285714285694,70.58823529411768,57.30016503153823,53.48837209302326,38.46153846153847,44.117647058823536,30.30303030303031,38.46153846153847,100.0,57.212877939529676,57.575757575757564,100.0,100.0,100.0,100.0,33.333333333333336,58.62068965517244,55.55555555555556,39.393939393939405,25.0,100.0,100.0,65.51724137931035,100.0,100.0,45.45454545454546,100.0,100.0,100.0,55.55555555555556,100.0,25.714285714285722,100.0,40.0,73.33333333333331,55.55555555555556,100.0,100.0,50.0,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,55.55555555555556,40.0,37.14285714285714,55.55555555555556,50.0,100.0,100.0,100.0,100.0,72.48322147651007,35.825545171339556,39.53488372093023,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,21.16564417177914,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.285714285714286,100.0,57.575757575757564,25.0,60.606060606060595,30.434782608695652,59.88023950310617,1.0
12,0.0,20.0,75.0,46.66666666666667,55.55555555555556,32.7313769751693,7.216494845360824,66.66666666666666,100.0,4.237288135593221,100.0,73.52941176470591,26.654411764705884,67.85714285714286,55.359708712881485,57.30016503153823,65.89147286821708,69.23076923076923,61.764705882352956,48.48484848484847,69.23076923076923,100.0,57.212877939529676,87.87878787878788,100.0,100.0,100.0,100.0,33.333333333333336,62.068965517241395,55.55555555555556,63.636363636363654,25.0,100.0,100.0,48.27586206896552,100.0,100.0,81.81818181818181,100.0,100.0,100.0,77.77777777777779,100.0,77.14285714285717,100.0,82.85714285714283,56.666666666666686,77.77777777777779,100.0,100.0,88.23529411764707,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,55.55555555555556,40.0,34.28571428571428,55.55555555555556,83.33333333333333,100.0,100.0,100.0,100.0,80.53691275167785,1.2461059190031152,25.9391771019678,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,0.3067484662576687,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.285714285714286,100.0,54.54545454545453,25.0,56.916592724046154,0.6211180124223603,73.75825853914614,1.0
13,0.0,70.0,50.0,33.333333333333336,55.55555555555556,7.44920993227991,5.154639175257731,50.0,100.0,0.2824858757062147,100.0,50.0,6.0661764705882355,32.14285714285714,55.359708712881485,57.30016503153823,55.99749768141811,38.46153846153847,48.91203011147036,48.14002706083579,38.46153846153847,100.0,57.212877939529676,56.255531030234636,100.0,100.0,100.0,100.0,33.333333333333336,41.379310344827616,55.55555555555556,46.157990540560746,25.0,100.0,100.0,49.90555412345583,100.0,100.0,45.45454545454546,100.0,100.0,100.0,55.55555555555556,100.0,60.0,100.0,60.0,53.705039430659724,55.55555555555556,100.0,100.0,54.67259598450161,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,55.55555555555556,40.0,45.99105635016366,55.55555555555556,50.0,100.0,100.0,100.0,100.0,59.06040268456377,0.3115264797507788,5.9033989266547415,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.571428571428577,100.0,56.37065355907524,25.0,56.916592724046154,0.3105590062111801,32.61561981559635,0.0
14,0.0,0.0,50.0,33.333333333333336,55.55555555555556,10.609480812641085,5.154639175257731,63.888888888888886,100.0,2.5423728813559325,100.0,88.23529411764707,8.639705882352942,89.2857142857143,55.359708712881485,57.30016503153823,55.99749768141811,38.46153846153847,48.91203011147036,48.14002706083579,38.46153846153847,100.0,57.212877939529676,56.255531030234636,100.0,100.0,100.0,100.0,33.333333333333336,68.9655172413793,55.55555555555556,46.157990540560746,25.0,100.0,100.0,49.90555412345583,100.0,100.0,45.45454545454546,100.0,100.0,100.0,55.55555555555556,100.0,57.14285714285714,100.0,71.42857142857144,53.705039430659724,55.55555555555556,100.0,100.0,54.67259598450161,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,55.55555555555556,40.0,45.99105635016366,55.55555555555556,50.0,100.0,100.0,100.0,100.0,75.16778523489933,3.4267912772585665,8.407871198568873,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,3.067484662576687,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.571428571428577,100.0,56.37065355907524,25.0,56.916592724046154,9.627329192546583,79.24576378892164,1.0
15,0.0,40.0,50.0,33.333333333333336,55.55555555555556,4.514672686230249,5.154639175257731,91.66666666666663,100.0,0.5649717514124293,100.0,50.0,3.6764705882352944,25.00000000000003,55.359708712881485,57.30016503153823,55.99749768141811,38.46153846153847,48.91203011147036,48.14002706083579,38.46153846153847,100.0,57.212877939529676,56.255531030234636,100.0,100.0,100.0,100.0,33.333333333333336,51.72413793103448,55.55555555555556,46.157990540560746,25.0,100.0,100.0,49.90555412345583,100.0,100.0,45.45454545454546,100.0,100.0,100.0,55.55555555555556,100.0,51.428571428571416,100.0,57.14285714285714,53.705039430659724,55.55555555555556,100.0,100.0,54.67259598450161,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,55.55555555555556,40.0,45.99105635016366,55.55555555555556,50.0,100.0,100.0,100.0,100.0,42.95302013422818,0.6230529595015575,3.5778175313059033,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,0.9202453987730062,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.571428571428577,100.0,56.37065355907524,25.0,56.916592724046154,0.6211180124223603,23.44247673887662,1.0
16,0.0,30.0,50.0,33.333333333333336,55.55555555555556,1.1286681715575622,5.154639175257731,63.888888888888886,100.0,0.2824858757062147,100.0,29.411764705882348,1.1029411764705883,64.2857142857143,55.359708712881485,57.30016503153823,55.99749768141811,38.46153846153847,48.91203011147036,48.14002706083579,38.46153846153847,100.0,57.212877939529676,56.255531030234636,100.0,100.0,100.0,100.0,33.333333333333336,17.241379310344826,55.55555555555556,46.157990540560746,25.0,100.0,100.0,49.90555412345583,100.0,100.0,45.45454545454546,100.0,100.0,100.0,11.111111111111114,100.0,57.14285714285714,100.0,42.85714285714286,53.705039430659724,11.111111111111114,100.0,100.0,54.67259598450161,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,11.111111111111114,40.0,45.99105635016366,55.55555555555556,50.0,100.0,100.0,100.0,100.0,88.59060402684563,0.3115264797507788,1.0733452593917712,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.285714285714286,100.0,56.37065355907524,25.0,56.916592724046154,0.0,69.30819212247525,1.0
17,0.0,40.0,50.0,46.66666666666667,55.55555555555556,1.1286681715575622,5.154639175257731,69.44444444444443,100.0,0.5649717514124293,100.0,70.58823529411768,0.9191176470588236,60.714285714285694,55.359708712881485,57.30016503153823,55.99749768141811,53.84615384615384,48.91203011147036,48.14002706083579,38.46153846153847,100.0,57.212877939529676,56.255531030234636,100.0,100.0,100.0,100.0,33.333333333333336,41.379310344827616,55.55555555555556,46.157990540560746,25.0,100.0,100.0,49.90555412345583,100.0,100.0,63.63636363636365,100.0,100.0,100.0,55.55555555555556,100.0,37.14285714285714,100.0,51.428571428571416,53.705039430659724,11.111111111111114,100.0,100.0,54.67259598450161,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,11.111111111111114,40.0,45.99105635016366,55.55555555555556,66.66666666666667,100.0,100.0,100.0,100.0,75.16778523489933,0.9345794392523363,0.8944543828264759,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,1.2269938650306749,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.285714285714286,100.0,56.37065355907524,25.0,56.916592724046154,0.6211180124223603,64.97643012676474,1.0
18,0.0,0.0,50.0,46.66666666666667,55.55555555555556,56.433408577878104,7.216494845360824,33.333333333333314,100.0,18.361581920903955,100.0,52.94117647058823,45.220588235294116,35.714285714285694,73.52941176470591,57.30016503153823,65.89147286821708,53.84615384615384,47.05882352941177,30.30303030303031,38.46153846153847,100.0,57.212877939529676,36.363636363636374,100.0,100.0,100.0,100.0,33.333333333333336,55.17241379310343,55.55555555555556,39.393939393939405,25.0,100.0,100.0,37.931034482758605,100.0,100.0,45.45454545454546,100.0,100.0,100.0,55.55555555555556,100.0,60.0,100.0,60.0,50.0,55.55555555555556,100.0,100.0,38.23529411764707,45.60602266736947,100.0,100.0,100.0,100.0,100.0,48.841573305092595,100.0,100.0,100.0,55.55555555555556,40.0,45.71428571428572,55.55555555555556,50.0,100.0,100.0,100.0,100.0,61.74496644295303,20.24922118380062,45.08050089445438,5.2631578947368425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,20.245398773006134,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.285714285714286,100.0,51.5151515151515,25.0,36.363636363636374,14.596273291925465,47.84756728855234,1.0
19,0.0,90.0,0.0,6.666666666666668,11.111111111111114,66.81715575620767,1.0309278350515463,58.333333333333314,100.0,37.570621468926554,100.0,44.117647058823536,47.24264705882353,32.14285714285714,32.35294117647061,57.30016503153823,62.790697674418595,7.692307692307693,48.91203011147036,48.14002706083579,7.692307692307693,0.0,57.212877939529676,48.48484848484847,0.0,100.0,0.0,100.0,33.333333333333336,48.27586206896552,11.111111111111114,39.393939393939405,25.0,0.0,0.0,51.72413793103448,0.0,0.0,9.090909090909093,0.0,100.0,100.0,11.111111111111114,0.0,48.571428571428555,100.0,62.85714285714286,66.66666666666669,11.111111111111114,100.0,0.0,50.0,45.60602266736947,100.0,100.0,100.0,100.0,0.0,48.841573305092595,0.0,0.0,0.0,11.111111111111114,0.0,45.71428571428572,11.111111111111114,16.666666666666668,0.0,0.0,0.0,0.0,56.37583892617448,45.482866043613704,52.95169946332737,5.2631578947368425,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,37.73006134969325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,25.0,48.48484848484847,34.47204968944099,49.224568282484995,1.0
