ID,prestasi-1,jenjang_prestasi-1,prestasi-2,jenjang_prestasi-2,prestasi-3,jenjang_prestasi-3,gol_ukt,lulus_tpb,ip_tpb
385,Olimpiade Ilmu Kebumian,Kabupaten/Kodya,Olimpiade Ilmu Kebumian,Propinsi,0,Propinsi,4,1,3.06
386,0,0,0,0,0,0,7,1,2.64
387,0,0,0,0,0,0,5,1,2.49
388,0,0,0,0,0,0,4,1,2.56
389,0,0,0,0,0,0,4,1,2.33
390,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,0,0,0.00
391,0,0,0,0,0,0,3,1,2.22
392,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,4,1,2.47
393,0,0,0,0,0,0,1,1,2.44
394,0,0,0,0,0,0,8,1,2.25
395,0,0,0,0,0,0,6,1,2.76
396,0,0,0,0,0,0,9,1,2.28
397,0,0,0,0,0,0,3,1,2.28
398,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,3,1,2.51
399,0,0,0,0,0,0,2,1,2.72
400,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Penelitian,Propinsi,0,Propinsi,3,1,2.71
401,0,0,0,0,0,0,3,1,2.96
402,0,0,0,0,0,0,4,1,2.65
403,0,0,0,0,0,0,4,1,2.58
404,0,0,0,0,0,0,2,1,2.36
405,0,0,0,0,0,0,3,1,3.22
406,0,0,0,0,0,0,0,0,0.64
407,Olahraga,Propinsi,Olahraga,Nasional,Olahraga,Nasional,8,1,2.51
408,Olahraga,Propinsi,Olahraga,Propinsi,0,Propinsi,5,1,2.72
409,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,8,1,3.13
410,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Kabupaten/Kodya,0,Kabupaten/Kodya,2,1,3.64
411,0,0,0,0,0,0,3,1,3.13
412,0,0,0,0,0,0,4,1,2.64
413,0,0,0,0,0,0,5,1,2.25
414,0,0,0,0,0,0,3,0,0.00
415,0,0,0,0,0,0,2,1,2.22
416,0,0,0,0,0,0,7,0,0.00
417,0,0,0,0,0,0,7,1,2.08
418,0,0,0,0,0,0,3,1,2.85
419,0,0,0,0,0,0,8,0,0.22
420,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,5,0,0.00
421,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Kabupaten/Kodya,0,Kabupaten/Kodya,5,1,2.11
422,0,0,0,0,0,0,6,1,3.13
423,0,0,0,0,0,0,3,1,2.19
424,0,0,0,0,0,0,2,1,2.18
425,0,0,0,0,0,0,6,1,3.58
426,0,0,0,0,0,0,1,1,2.81
427,0,0,0,0,0,0,9,1,2.06
428,0,0,0,0,0,0,4,1,2.88
429,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,3,1,2.07
430,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,3,1,2.22
431,Olahraga,Propinsi,Olahraga,Propinsi,0,Propinsi,3,1,2.74
432,0,0,0,0,0,0,9,1,3.19
433,0,0,0,0,0,0,5,0,0.92
434,Olimpiade (Lainnya),Nasional,Olimpiade Fisika,Nasional,Olimpiade (Lainnya),Nasional,7,1,2.58
435,0,0,0,0,0,0,3,1,2.71
436,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,Olimpiade Astronomi & Astrofisika,Propinsi,0,Propinsi,5,1,2.96
437,0,0,0,0,0,0,4,0,2.26
438,0,0,0,0,0,0,3,1,2.40
439,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,5,1,2.82
440,0,0,0,0,0,0,6,1,2.31
441,0,0,0,0,0,0,4,1,2.89
442,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,2,1,3.11
443,0,0,0,0,0,0,5,1,2.35
444,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,4,1,2.58
445,0,0,0,0,0,0,6,0,0.93
446,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,0,Sekolah,1,0,1.83
447,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,1,1,2.18
448,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,4,1,2.32
449,0,0,0,0,0,0,3,1,2.54
450,0,0,0,0,0,0,4,1,2.11
451,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade Komputer,Nasional,0,Nasional,0,1,2.83
452,Olahraga,Propinsi,Olahraga,Propinsi,Olahraga,Propinsi,4,0,0.00
453,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,Sekolah,0,1,3.36
454,0,0,0,0,0,0,2,1,2.40
455,Penelitian,Propinsi,Olimpiade (Lainnya),Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,4,1,2.99
456,0,0,0,0,0,0,5,1,2.46
457,0,0,0,0,0,0,9,1,2.67
458,0,0,0,0,0,0,6,0,2.11
459,0,0,0,0,0,0,3,1,2.19
460,0,0,0,0,0,0,2,1,2.68
461,0,0,0,0,0,0,7,1,2.16
462,0,0,0,0,0,0,5,0,1.08
463,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade (Lainnya),Kabupaten/Kodya,3,1,2.33
464,0,0,0,0,0,0,3,1,2.71
465,Olahraga,Sekolah,Seni Rupa/Lukis,Sekolah,0,Sekolah,7,1,2.86
466,0,0,0,0,0,0,4,0,0.22
467,0,0,0,0,0,0,1,1,2.20
468,Olimpiade (Lainnya),Sekolah,Seni Suara/Musik,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,3,1,2.19
469,0,0,0,0,0,0,1,1,2.74
470,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,3,1,2.29
471,0,0,0,0,0,0,4,1,2.50
472,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,3,1,2.17
473,0,0,0,0,0,0,5,0,0.21
474,Drama/Sastra,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Sekolah,1,0,1.53
475,0,0,0,0,0,0,5,1,2.60
476,0,0,0,0,0,0,6,1,2.75
477,0,0,0,0,0,0,6,1,2.26
478,0,0,0,0,0,0,5,1,2.74
479,0,0,0,0,0,0,2,1,2.39
480,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,0,1,2.81
481,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,1,1,2.38
482,0,0,0,0,0,0,4,1,2.74
483,0,0,0,0,0,0,0,1,2.22
484,0,0,0,0,0,0,5,1,2.84
485,0,0,0,0,0,0,0,1,2.82
486,0,0,0,0,0,0,1,1,2.42
487,0,0,0,0,0,0,2,1,2.21
488,0,0,0,0,0,0,7,1,2.14
489,0,0,0,0,0,0,6,1,2.35
490,0,0,0,0,0,0,1,1,2.33
491,0,0,0,0,0,0,9,1,2.42
492,0,0,0,0,0,0,4,1,2.56
493,Seni Rupa/Lukis,Propinsi,0,0,0,0,7,1,2.17
494,0,0,0,0,0,0,6,0,1.38
495,0,0,0,0,0,0,5,1,2.28
496,0,0,0,0,0,0,7,1,2.29
497,0,0,0,0,0,0,0,1,2.35
498,0,0,0,0,0,0,3,1,2.18
499,Penelitian,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,7,0,1.24
500,0,0,0,0,0,0,4,1,2.61
501,Olimpiade Kimia,Kabupaten/Kodya,Drama/Sastra,Propinsi,Drama/Sastra,Sekolah,4,1,3.61
502,0,0,0,0,0,0,5,1,2.92
503,0,0,0,0,0,0,3,1,3.53
504,Seni Suara/Musik,Sekolah,Seni Suara/Musik,Kabupaten/Kodya,0,0,7,0,0.00
505,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,5,1,3.08
506,0,0,0,0,0,0,6,1,2.96
507,0,0,0,0,0,0,2,1,3.17
508,0,0,0,0,0,0,2,1,3.26
509,Seni Rupa/Lukis,Propinsi,Seni Rupa/Lukis,Propinsi,Penelitian,Nasional,6,0,0.00
510,0,0,0,0,0,0,5,1,2.90
511,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,1,2.57
512,0,0,0,0,0,0,3,1,2.85
513,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,3,1,3.26
514,0,0,0,0,0,0,0,1,3.67
515,0,0,0,0,0,0,2,1,3.03
516,0,0,0,0,0,0,2,1,3.81
517,0,0,0,0,0,0,3,1,3.69
518,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,2,1,2.47
519,Olimpiade Biologi,Propinsi,Penelitian,Propinsi,0,0,3,1,2.86
520,0,0,0,0,0,0,5,1,2.65
521,Olimpiade Fisika,Kabupaten/Kodya,0,0,0,0,6,1,3.42
522,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,0,0,6,1,2.90
523,0,0,0,0,0,0,3,1,3.65
524,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Sekolah,3,1,3.06
525,0,0,0,0,0,0,4,1,2.42
526,Seni Suara/Musik,Propinsi,Olahraga,Kabupaten/Kodya,Olahraga,Nasional,6,1,2.81
527,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,4,1,3.06
528,0,0,0,0,0,0,3,1,3.33
529,0,0,0,0,0,0,3,1,2.56
530,0,0,0,0,0,0,0,1,2.81
531,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Seni Suara/Musik,Kabupaten/Kodya,Olahraga,Propinsi,0,1,2.81
532,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,6,1,2.60
533,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Nasional,Seni Tari,Nasional,1,0,0.00
534,0,0,0,0,0,0,8,0,0.50
535,0,0,0,0,0,0,2,1,2.97
536,0,0,0,0,0,0,3,1,2.60
537,0,0,0,0,0,0,7,1,2.14
538,0,0,0,0,0,0,8,1,2.39
539,0,0,0,0,0,0,6,0,0.17
540,Olahraga,Nasional,Olahraga,Nasional,Olahraga,Nasional,4,1,2.28
541,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,4,1,2.81
542,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade Matematika,Propinsi,0,0,3,1,3.56
543,0,0,0,0,0,0,2,1,2.11
544,Olimpiade (Lainnya),Kabupaten/Kodya,0,0,0,0,3,1,3.19
545,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,5,1,3.06
546,0,0,0,0,0,0,2,1,2.58
547,0,0,0,0,0,0,3,1,3.33
548,0,0,0,0,0,0,3,0,0.00
549,0,0,0,0,0,0,7,1,2.33
550,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Penelitian,Propinsi,Penelitian,Kabupaten/Kodya,3,1,3.89
551,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,3,1,3.81
552,0,0,0,0,0,0,6,1,2.68
553,Seni Suara/Musik,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Seni Suara/Musik,Propinsi,9,1,2.60
554,0,0,0,0,0,0,5,1,2.44
555,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,8,1,3.28
556,Olimpiade (Lainnya),Nasional,Olimpiade Fisika,Kabupaten/Kodya,Seni Rupa/Lukis,Sekolah,0,1,3.33
557,0,0,0,0,0,0,3,0,1.56
558,0,0,0,0,0,0,2,1,3.92
559,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,2,1,3.56
560,Drama/Sastra,Propinsi,Drama/Sastra,Propinsi,Penelitian,Nasional,3,1,3.03
561,0,0,0,0,0,0,3,1,3.61
562,0,0,0,0,0,0,3,1,3.74
563,0,0,0,0,0,0,3,1,3.10
564,0,0,0,0,0,0,3,1,2.58
565,0,0,0,0,0,0,0,1,3.13
566,0,0,0,0,0,0,1,1,3.63
567,0,0,0,0,0,0,3,1,3.19
568,0,0,0,0,0,0,5,1,2.94
569,0,0,0,0,0,0,5,0,0.85
570,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Sekolah,4,1,2.60
571,0,0,0,0,0,0,1,1,3.39
572,0,0,0,0,0,0,4,1,3.47
573,0,0,0,0,0,0,3,1,2.83
574,0,0,0,0,0,0,0,1,2.50
575,Seni Rupa/Lukis,Kabupaten/Kodya,Seni Rupa/Lukis,Propinsi,0,0,4,1,3.15
576,0,0,0,0,0,0,3,1,2.72
577,0,0,0,0,0,0,3,1,3.19
578,Penelitian,Propinsi,Penelitian,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,2,1,3.00
579,0,0,0,0,0,0,7,1,3.10
580,0,0,0,0,0,0,4,1,3.33
581,0,0,0,0,0,0,4,1,2.72
582,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,5,1,2.39
583,0,0,0,0,0,0,3,0,0.00
584,Seni Rupa/Lukis,Kabupaten/Kodya,Olahraga,Propinsi,0,0,4,1,2.97
585,0,0,0,0,0,0,5,0,1.69
586,0,0,0,0,0,0,0,1,3.10
587,0,0,0,0,0,0,2,1,2.06
588,0,0,0,0,0,0,4,1,2.94
589,Drama/Sastra,Kabupaten/Kodya,Drama/Sastra,Kabupaten/Kodya,Drama/Sastra,Kabupaten/Kodya,5,1,2.00
590,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,0,0,7,1,3.68
591,Olahraga,Kabupaten/Kodya,Drama/Sastra,Propinsi,Drama/Sastra,Propinsi,5,0,1.90
592,0,0,0,0,0,0,4,1,2.50
593,0,0,0,0,0,0,3,1,3.03
594,0,0,0,0,0,0,3,1,3.14
595,0,0,0,0,0,0,4,1,2.51
596,Seni Suara/Musik,Propinsi,Seni Suara/Musik,Propinsi,Seni Suara/Musik,Propinsi,0,1,3.71
597,0,0,0,0,0,0,0,1,3.22
598,Seni Rupa/Lukis,Kabupaten/Kodya,Olimpiade Komputer,Kabupaten/Kodya,0,0,0,1,3.19
599,0,0,0,0,0,0,5,1,2.78
600,Seni Suara/Musik,Propinsi,Olimpiade Biologi,Propinsi,0,0,5,1,3.04
601,0,0,0,0,0,0,2,1,3.19
602,Olahraga,Propinsi,0,0,0,0,4,1,2.93
603,0,0,0,0,0,0,0,1,3.47
604,0,0,0,0,0,0,3,1,3.39
605,0,0,0,0,0,0,4,1,2.43
606,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade Biologi,Kabupaten/Kodya,Olimpiade (Lainnya),Kabupaten/Kodya,6,1,3.11
607,0,0,0,0,0,0,6,1,3.40
608,0,0,0,0,0,0,7,1,3.18
609,Drama/Sastra,Nasional,Drama/Sastra,Propinsi,Penelitian,Kabupaten/Kodya,7,1,2.19
610,0,0,0,0,0,0,8,1,3.00
611,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,4,0,0.39
612,0,0,0,0,0,0,5,1,2.58
613,Drama/Sastra,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,6,0,0.00
614,Olimpiade (Lainnya),Propinsi,0,0,0,0,6,1,3.08
615,0,0,0,0,0,0,6,0,0.00
616,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,5,1,3.33
617,Olimpiade (Lainnya),Propinsi,0,0,0,0,5,1,3.50
618,0,0,0,0,0,0,2,1,3.83
619,0,0,0,0,0,0,3,1,2.89
620,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,7,1,3.49
621,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade (Lainnya),Propinsi,3,1,2.19
622,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Nasional,8,1,3.00
623,Olahraga,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,7,1,3.08
624,Olimpiade Astronomi & Astrofisika,Propinsi,Olimpiade Fisika,Nasional,Olimpiade (Lainnya),Sekolah,0,1,3.33
625,0,0,0,0,0,0,5,1,2.67
626,0,0,0,0,0,0,6,1,3.08
627,0,0,0,0,0,0,5,1,2.22
628,0,0,0,0,0,0,4,1,3.64
629,0,0,0,0,0,0,6,1,3.54
630,0,0,0,0,0,0,5,1,3.17
631,0,0,0,0,0,0,6,0,0.00
632,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade Biologi,Propinsi,0,1,2.78
633,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,2,1,2.53
634,0,0,0,0,0,0,3,1,2.75
635,Olimpiade Matematika,Sekolah,0,0,0,0,3,1,3.21
636,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,5,1,2.39
637,Olimpiade (Lainnya),Nasional,0,0,0,0,5,1,2.75
638,0,0,0,0,0,0,3,1,3.44
639,0,0,0,0,0,0,4,1,2.35
640,Seni Suara/Musik,Propinsi,Drama/Sastra,Nasional,0,0,6,1,2.97
641,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,5,1,3.24
642,0,0,0,0,0,0,5,1,2.65
643,0,0,0,0,0,0,5,1,2.74
644,0,0,0,0,0,0,3,1,3.22
645,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,4,1,3.04
646,0,0,0,0,0,0,7,1,2.64
647,0,0,0,0,0,0,4,1,2.97
648,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,9,1,2.67
649,0,0,0,0,0,0,5,1,3.68
650,Drama/Sastra,Propinsi,0,0,0,0,7,1,3.06
651,0,0,0,0,0,0,8,1,2.39
652,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,1,0,1.50
653,0,0,0,0,0,0,4,1,2.43
654,0,0,0,0,0,0,4,1,3.10
655,Drama/Sastra,Kabupaten/Kodya,Olimpiade Matematika,Nasional,Pramuka/Organisasi Ekstrakurikuler,Nasional,9,1,3.78
656,0,0,0,0,0,0,5,1,2.46
657,0,0,0,0,0,0,3,1,3.40
658,Olimpiade Matematika,Nasional,Olahraga,Kabupaten/Kodya,Olimpiade Fisika,Kabupaten/Kodya,2,1,3.67
659,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,1,3.43
660,Seni Tari,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,Pramuka/Organisasi Ekstrakurikuler,Sekolah,2,1,3.04
661,0,0,0,0,0,0,5,0,0.00
662,Seni Rupa/Lukis,Sekolah,Seni Suara/Musik,Propinsi,0,0,4,1,3.06
663,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,3,1,3.44
664,Olimpiade Fisika,Propinsi,Olimpiade Kimia,Propinsi,0,0,3,1,2.78
665,0,0,0,0,0,0,6,0,1.90
666,Seni Suara/Musik,Propinsi,Olimpiade Kimia,Propinsi,Olimpiade Kimia,Propinsi,4,1,3.29
667,0,0,0,0,0,0,6,1,2.72
668,0,0,0,0,0,0,6,1,2.89
669,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,Seni Tari,Nasional,6,1,3.17
670,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade Ilmu Kebumian,Kabupaten/Kodya,0,0,3,1,2.88
671,0,0,0,0,0,0,5,1,2.83
672,0,0,0,0,0,0,6,1,2.90
673,0,0,0,0,0,0,3,1,3.22
674,0,0,0,0,0,0,5,1,3.65
675,0,0,0,0,0,0,2,1,3.03
676,Olimpiade Kimia,Propinsi,Penelitian,Propinsi,Penelitian,Propinsi,0,1,3.56
677,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,0,0,0,0,1,0,0.00
678,Seni Suara/Musik,Propinsi,Olahraga,Propinsi,Olahraga,Propinsi,4,1,3.88
679,0,0,0,0,0,0,5,1,2.67
680,0,0,0,0,0,0,5,1,2.86
681,0,0,0,0,0,0,7,1,2.42
682,0,0,0,0,0,0,8,0,1.76
683,0,0,0,0,0,0,6,1,3.44
684,0,0,0,0,0,0,7,1,2.60
685,Olimpiade Astronomi & Astrofisika,Propinsi,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,Penelitian,Propinsi,2,1,3.72
686,0,0,0,0,0,0,3,1,3.28
687,0,0,0,0,0,0,2,1,3.14
688,Olimpiade Fisika,Sekolah,0,0,0,0,3,1,3.68
689,0,0,0,0,0,0,5,1,2.42
690,0,0,0,0,0,0,3,0,0.00
691,0,0,0,0,0,0,5,1,2.72
692,0,0,0,0,0,0,6,1,3.40
693,Olimpiade (Lainnya),Sekolah,Olimpiade Kimia,Sekolah,Olimpiade (Lainnya),Kabupaten/Kodya,3,1,2.92
694,0,0,0,0,0,0,4,1,3.94
695,Seni Suara/Musik,Propinsi,Olimpiade (Lainnya),Nasional,0,0,8,1,3.28
696,0,0,0,0,0,0,2,1,3.06
697,Seni Suara/Musik,Propinsi,Olimpiade (Lainnya),Nasional,Olimpiade (Lainnya),Nasional,6,1,2.96
698,0,0,0,0,0,0,3,1,2.94
699,Olimpiade (Lainnya),Nasional,0,0,0,0,5,1,3.35
700,0,0,0,0,0,0,4,0,0.42
701,0,0,0,0,0,0,2,1,3.39
702,0,0,0,0,0,0,3,1,3.00
703,0,0,0,0,0,0,6,1,2.39
704,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,7,1,3.14
705,0,0,0,0,0,0,5,1,3.36
706,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,6,0,1.75
707,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,0,1,3.58
708,0,0,0,0,0,0,6,1,2.83
709,0,0,0,0,0,0,4,1,3.06
710,0,0,0,0,0,0,4,1,2.97
711,0,0,0,0,0,0,3,1,3.64
712,0,0,0,0,0,0,3,1,3.19
713,Olahraga,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,Olahraga,Propinsi,6,1,3.44
714,0,0,0,0,0,0,0,1,3.57
715,Seni Rupa/Lukis,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,5,1,2.97
716,0,0,0,0,0,0,0,1,3.51
717,0,0,0,0,0,0,3,1,2.19
718,0,0,0,0,0,0,4,1,3.33
719,0,0,0,0,0,0,5,1,3.06
720,0,0,0,0,0,0,6,1,3.57
721,Olimpiade (Lainnya),Nasional,Olahraga,Propinsi,Olimpiade (Lainnya),Kabupaten/Kodya,3,1,3.44
722,0,0,0,0,0,0,6,1,3.17
723,Olimpiade Kimia,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,5,1,2.38
724,0,0,0,0,0,0,6,1,2.56
725,0,0,0,0,0,0,3,1,2.81
726,0,0,0,0,0,0,4,1,3.75
727,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,3,1,3.28
728,0,0,0,0,0,0,5,0,0.00
729,Olimpiade (Lainnya),Kabupaten/Kodya,0,0,0,0,7,1,3.78
730,Penelitian,Nasional,Olahraga,Sekolah,0,0,3,1,3.04
731,Seni Rupa/Lukis,Nasional,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,3,1,3.53
732,Olahraga,Kabupaten/Kodya,0,0,0,0,4,1,2.57
733,0,0,0,0,0,0,4,1,2.82
734,0,0,0,0,0,0,7,1,3.19
735,0,0,0,0,0,0,3,1,2.90
736,0,0,0,0,0,0,3,1,2.38
737,0,0,0,0,0,0,3,1,2.18
738,0,0,0,0,0,0,4,1,2.90
739,Olimpiade (Lainnya),Propinsi,Olimpiade Komputer,Nasional,0,0,6,1,2.50
740,0,0,0,0,0,0,5,1,3.03
741,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,4,1,3.69
742,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,0,0,5,1,3.06
743,0,0,0,0,0,0,7,1,3.06
744,0,0,0,0,0,0,6,1,3.56
745,0,0,0,0,0,0,6,1,3.17
746,0,0,0,0,0,0,6,1,3.03
747,0,0,0,0,0,0,1,0,0.00
748,0,0,0,0,0,0,5,0,0.00
749,0,0,0,0,0,0,4,1,2.49
750,0,0,0,0,0,0,6,1,3.25
751,0,0,0,0,0,0,6,1,2.58
752,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,5,1,3.44
753,0,0,0,0,0,0,4,1,2.33
754,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Drama/Sastra,Kabupaten/Kodya,7,0,1.47
755,Olimpiade Komputer,Kabupaten/Kodya,Seni Rupa/Lukis,Sekolah,0,0,7,1,3.33
756,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,1,3.53
757,Olimpiade Matematika,Nasional,Penelitian,Propinsi,Olimpiade (Lainnya),Nasional,5,1,3.86
758,0,0,0,0,0,0,3,1,3.18
759,Seni Rupa/Lukis,Kabupaten/Kodya,0,0,0,0,6,1,3.69
