indeks_mapel_un_1_5;presentase_rangking _1_5;indeks_mapel_un_3_5;presentase_rangking _1_5;lulus_tpb
83;56;84;27;1
86;45;84;27;1
80;84;84;27;1
78;54;84;27;0
83;16;84;27;1
84;6;84;27;1
83;8;84;27;1
84;18;84;27;0
80;38;84;27;1
87;15;84;27;1
82;66;84;27;1
82;19;84;27;1
81;37;84;27;1
88;13;84;27;1
87;25;84;27;1
81;43;84;27;1
86;4;84;27;1
82;17;84;27;1
81;42;84;27;1
81;8;84;27;1
84;62;84;27;1
83;45;84;27;1
82;59;84;27;0
83;12;84;27;1
80;30;84;27;1
78;49;84;27;1
82;44;84;27;1
86;41;84;27;1
83;2;84;27;1
79;59;84;27;1
89;4;84;27;1
87;15;84;27;1
85;52;84;27;1
81;54;84;27;1
83;25;84;27;1
79;45;82;39;1
81;31;84;25;1
79;22;79;25;1
81;49;83;50;0
85;22;87;17;1
84;45;87;40;1
86;14;82;15;1
89;4;88;4;1
83;6;81;10;1
86;3;86;4;1
80;41;81;52;1
88;6;90;6;1
80;42;80;51;1
87;0;84;2;1
84;2;85;3;1
81;27;83;23;1
84;5;86;6;1
83;12;85;10;0
86;1;87;4;1
83;5;84;6;1
85;8;87;19;1
81;28;82;71;1
82;17;81;20;1
82;41;85;29;0
85;8;83;31;1
82;47;79;70;1
83;26;81;49;1
86;4;89;4;1
89;14;90;13;1
83;23;83;40;1
85;32;86;42;1
82;39;83;59;0
91;7;91;9;1
82;7;83;6;1
83;18;84;23;1
79;45;79;51;1
85;26;87;14;1
85;7;86;13;0
84;28;83;59;1
84;21;81;11;1
90;13;91;13;1
85;1;86;2;0
88;3;86;8;1
87;12;87;13;1
84;11;85;13;1
82;14;81;15;1
86;7;88;8;1
88;9;84;13;1
91;7;90;7;1
89;31;90;31;1
90;25;89;31;1
79;24;80;23;0
89;40;91;37;1
82;2;83;7;1
90;21;90;20;1
82;29;83;31;0
80;33;79;30;1
81;41;81;51;0
82;15;80;29;1
81;14;80;30;1
80;39;79;54;1
89;23;89;24;1
81;25;82;47;1
82;11;84;14;1
87;24;87;27;1
86;20;85;26;1
82;16;82;21;1
82;13;82;35;1
87;20;86;19;0
84;12;85;16;1
85;42;86;45;1
82;35;82;39;1
85;27;87;29;1
85;47;86;52;1
81;45;80;49;1
81;18;81;20;1
85;27;84;31;1
83;19;83;20;1
83;9;82;10;1
81;3;81;4;1
81;31;83;22;1
80;48;81;49;1
82;19;82;25;1
82;12;81;12;1
85;28;85;40;1
92;9;92;9;1
83;8;80;15;1
85;19;84;23;1
85;1;85;6;1
83;2;82;1;1
84;43;83;45;1
85;35;84;43;1
83;15;84;17;1
83;17;84;21;1
81;17;82;17;1
89;6;90;6;1
84;40;85;43;1
84;10;84;12;1
82;46;85;38;1
85;5;85;6;1
87;4;87;4;1
85;47;86;42;1
82;24;84;26;1
86;31;86;32;1
82;20;80;22;1
85;31;87;32;1
86;15;84;16;0
84;43;86;39;1
85;35;87;33;0
86;10;82;13;1
85;29;85;34;1
87;11;89;13;1
85;31;87;34;1
85;30;86;36;1
82;10;80;42;1
82;7;81;4;1
86;2;84;17;1
88;11;90;26;1
84;41;86;41;1
86;2;86;2;1
84;7;87;5;1
79;43;80;48;1
83;10;81;23;1
84;7;83;25;1
83;33;84;43;1
87;7;88;10;1
82;7;83;6;1
86;44;85;61;1
82;17;80;20;1
80;37;81;34;1
89;20;88;13;1
80;35;80;48;1
86;11;84;12;1
84;10;83;11;1
88;6;88;6;1
84;11;87;11;1
84;4;85;8;1
83;23;80;18;0
82;10;82;15;0
89;10;91;11;1
81;7;82;6;1
86;16;86;17;1
83;9;84;7;1
82;25;84;29;1
86;20;84;36;1
86;21;84;20;1
85;38;86;39;1
85;1;84;1;0
83;2;81;6;1
86;16;85;24;1
80;18;81;16;1
84;37;84;36;0
82;31;82;41;1
85;33;87;29;1
84;7;86;8;1
85;24;87;34;0
85;13;88;9;0
83;9;82;25;1
87;21;87;24;1
88;6;86;9;1
87;30;88;30;1
83;11;79;23;1
85;25;84;30;1
88;14;90;6;1
82;24;83;23;1
82;12;82;12;1
84;10;85;8;1
78;22;76;31;1
86;8;89;10;1
89;13;90;12;0
83;18;83;18;1
83;23;84;26;1
86;31;87;25;1
82;15;80;29;1
82;3;83;3;1
88;1;88;1;0
79;50;77;46;1
87;26;87;33;1
88;25;89;31;0
88;29;90;24;1
79;19;79;37;1
80;13;79;33;0
84;24;85;25;1
86;24;84;22;1
83;16;84;22;1
83;49;82;48;1
79;47;81;52;1
89;8;89;9;1
84;8;87;4;1
82;5;84;7;1
88;5;88;5;1
83;6;81;15;1
83;50;82;24;1
89;25;88;30;1
83;3;84;3;1
79;33;79;40;1
87;27;88;24;0
86;45;87;39;1
82;6;81;10;0
87;22;86;26;1
84;4;83;3;0
90;13;90;14;1
92;2;92;3;1
92;5;92;11;0
88;17;90;15;1
83;11;83;13;1
91;10;90;8;1
81;12;82;13;1
80;14;79;16;0
84;11;84;14;1
84;44;84;47;1
84;11;82;13;1
83;17;82;28;1
77;35;78;38;1
87;1;89;3;1
93;2;90;3;1
86;35;87;30;1
79;11;78;12;1
85;18;86;27;1
86;36;85;33;1
85;43;86;41;1
87;16;87;23;1
79;8;83;8;1
82;10;83;19;1
80;6;80;7;1
80;32;80;32;1
85;29;85;33;1
85;37;85;41;1
86;33;88;38;0
83;4;84;5;1
85;39;87;52;1
86;34;87;38;1
85;50;85;47;1
85;1;85;1;1
82;12;81;23;1
81;9;81;13;1
81;26;80;25;1
84;53;82;58;1
85;16;85;11;0
89;30;88;48;1
84;11;84;15;1
80;32;80;25;1
85;20;85;15;1
87;2;88;2;1
87;2;88;4;1
80;31;79;31;1
83;7;81;6;1
85;4;87;5;1
89;20;90;20;0
79;6;79;7;1
88;20;89;21;1
82;9;81;15;1
86;12;85;15;1
81;25;80;25;1
83;16;82;16;1
83;37;86;41;1
82;15;84;11;1
78;45;78;48;1
84;12;83;19;1
91;11;91;17;0
84;6;87;7;1
83;29;85;28;1
82;34;82;40;1
84;7;84;8;0
82;21;83;19;1
77;38;77;45;0
81;16;80;14;1
82;14;82;16;1
81;47;81;63;1
83;49;82;44;1
83;28;83;31;1
84;10;84;13;1
82;11;81;19;1
82;6;83;7;1
87;15;89;10;1
87;20;85;13;1
80;38;82;36;1
87;37;88;43;1
81;16;82;20;1
82;35;81;44;1
87;2;86;2;1
84;34;86;35;0
82;6;80;7;1
86;35;85;39;1
87;3;88;2;1
81;31;82;35;1
86;13;85;13;1
83;47;83;49;1
81;27;80;34;1
86;33;85;39;0
79;41;81;44;1
87;18;87;20;1
79;23;79;23;1
86;4;84;11;1
85;19;81;31;1
82;12;82;9;0
85;17;80;19;1
85;44;86;48;1
86;36;85;35;1
86;7;87;5;1
79;18;80;21;1
82;32;82;35;1
83;28;85;23;1
83;17;85;16;1
85;15;83;17;1
87;24;86;35;1
85;15;82;24;1
78;42;78;42;1
83;3;85;3;1
84;1;82;1;1
85;9;85;8;1
84;36;83;37;1
81;14;79;9;1
86;5;81;14;1
78;15;76;12;1
84;9;85;9;1
86;13;84;10;0
77;36;76;41;1
84;27;79;31;1
83;30;84;28;0
82;23;84;18;1
83;19;83;38;1
85;26;82;44;1
79;22;80;32;1
84;24;83;26;1
84;11;85;14;1
79;18;77;48;1
82;37;85;37;1
88;15;88;15;1
80;45;79;41;1
84;8;82;12;1
85;1;86;1;1
84;41;85;46;1
81;37;82;28;1
91;2;90;3;1
81;36;80;53;1
86;4;83;7;0
84;9;83;11;1
83;18;83;38;0
81;2;83;7;1
80;16;80;31;1
83;37;86;39;1
81;17;83;17;1
85;12;87;17;1
88;4;88;6;1
81;49;81;55;1
85;17;84;16;1
83;15;84;27;1
84;8;84;13;1
84;8;83;17;1
87;31;87;31;1
84;1;83;6;0
84;31;85;34;1
83;33;86;54;1
83;44;84;25;1
84;33;87;27;1
82;40;84;40;0
83;2;82;11;1
86;20;87;22;1
85;26;83;15;1
83;10;84;9;1
81;24;79;26;1
83;12;83;10;0
79;20;80;20;1
85;13;83;36;1
83;25;83;24;1
89;6;88;7;1
80;30;80;30;1
83;51;81;51;1
86;5;87;9;1
87;1;88;5;1
83;34;83;37;1
83;4;83;7;1
85;45;83;61;1
89;8;90;9;1
85;6;84;6;1
82;17;83;18;0
86;3;86;13;1
80;14;82;11;1
85;4;86;5;1
88;13;88;20;1
87;3;87;4;1
80;14;80;20;1
79;16;80;23;1
78;38;77;48;1
82;18;82;39;1
82;34;82;35;1
86;23;86;30;0
83;16;83;16;1
82;36;85;34;1
83;15;84;14;1
84;32;82;57;1
84;29;86;34;1
82;30;83;30;1
79;18;80;25;1
81;2;80;2;1
82;29;81;36;1
86;39;88;37;1
83;48;82;52;1
83;11;81;9;1
84;18;83;22;0
84;1;85;1;1
83;13;83;17;1
83;4;84;6;1
84;2;84;3;1
83;48;82;45;1
82;40;83;26;1
80;12;79;15;1
84;26;80;16;1
82;36;82;36;1
85;37;87;47;1
83;8;83;17;0
83;16;83;16;1
81;17;81;28;1
80;49;82;49;1
84;22;83;29;1
83;31;85;35;1
82;55;85;50;1
87;9;87;18;0
84;31;83;42;1
83;14;82;17;1
84;7;83;11;1
87;23;87;17;0
83;5;81;23;1
87;29;87;26;1
83;18;82;15;1
90;2;89;7;1
89;22;88;30;1
82;53;86;42;0
83;9;84;10;1
86;4;86;3;1
89;7;88;7;1
84;41;84;20;1
86;8;88;9;0
84;24;81;51;1
82;34;80;69;1
82;27;82;29;1
84;36;84;35;1
93;10;94;13;1
84;39;85;37;1
83;31;83;34;1
80;30;79;44;1
82;39;82;44;1
86;13;86;11;1
85;40;83;40;1
87;11;84;13;0
86;2;84;5;1
83;22;84;23;0
83;13;84;21;0
81;7;81;9;1
81;12;80;11;1
80;39;80;39;1
83;15;84;15;1
85;7;86;13;0
74;49;77;36;1
87;11;86;10;1
85;14;86;12;1
81;23;82;36;1
82;7;84;7;1
79;28;81;27;1
79;23;81;22;1
83;10;84;10;1
81;20;78;21;1
83;42;81;34;1
78;17;77;37;1
84;13;83;24;1
84;20;85;19;1
81;25;82;33;1
89;8;90;5;1
79;32;80;23;1
81;6;80;4;1
78;50;77;55;1
78;43;78;40;0
87;12;87;16;1
87;22;88;24;1
83;8;80;28;1
81;35;80;35;1
82;21;82;36;0
82;23;83;24;0
87;23;87;28;1
84;35;83;47;1
81;19;80;26;1
84;37;85;38;1
82;18;82;21;1
84;28;85;29;1
83;3;85;4;1
83;13;83;17;1
84;39;85;47;1
82;24;83;29;1
85;3;86;4;1
85;17;85;18;0
85;25;85;22;1
83;22;84;18;1
86;5;86;5;1
83;20;82;21;1
82;36;81;55;1
84;4;84;4;1
82;20;83;21;1
83;12;83;16;1
82;47;83;48;1
86;14;87;19;1
80;27;78;14;0
85;24;86;26;1
81;21;80;30;1
83;8;83;16;1
87;24;86;25;0
82;28;82;22;1
82;21;81;31;1
82;24;82;25;1
81;12;82;14;1
84;5;83;19;1
79;21;79;28;1
82;5;83;9;1
81;30;81;37;1
81;23;83;25;1
83;46;85;47;1
82;25;83;30;0
83;12;84;16;1
83;5;84;7;1
79;5;80;4;1
87;8;87;8;1
78;21;80;19;0
82;23;81;28;1
86;19;86;18;1
84;39;85;40;1
84;32;86;37;1
84;6;83;16;1
84;35;83;34;1
80;50;80;53;1
83;4;84;6;1
81;38;82;35;1
87;11;87;11;1
89;1;89;4;1
82;26;84;26;1
79;14;80;20;1
83;17;80;16;1
80;29;80;30;0
82;13;82;17;1
80;27;80;27;1
83;7;84;9;1
80;25;80;25;1
81;19;81;24;1
84;4;84;4;1
78;45;78;54;0
81;19;80;15;0
85;25;86;26;1
81;15;82;10;1
82;17;82;27;1
81;11;84;7;1
82;14;84;27;1
79;6;84;27;0
82;49;84;27;0
87;8;84;27;1
81;8;84;27;0
87;7;88;10;1
87;7;88;8;0
88;13;84;27;1
87;2;84;27;1
83;15;84;27;1
82;7;84;27;1
90;1;84;27;1
81;37;83;46;1
85;41;84;27;1
79;33;84;27;1
85;26;84;27;0
83;34;84;27;1
86;16;84;27;1
85;5;84;27;1
80;18;84;27;1
80;8;84;27;0
84;6;84;27;1
83;7;85;8;0
82;39;84;27;1
84;1;84;27;1
81;21;84;27;1
91;3;92;2;0
82;35;84;30;1
92;19;84;27;0
92;13;84;27;0
80;22;84;27;0
82;17;84;27;1
87;2;88;2;1
87;5;84;27;1
86;32;87;26;1
79;10;81;10;0
82;1;84;27;1
79;7;84;27;1
87;18;84;27;1
86;8;88;5;1
86;10;88;11;1
79;6;80;18;1
80;4;81;8;1
81;24;84;27;1
83;4;84;27;1
78;23;84;27;1
85;14;84;27;1
81;20;84;27;1
81;1;82;5;1
76;41;84;27;1
85;1;87;1;1
83;3;85;2;0
85;1;84;27;1
81;43;84;27;1
84;10;84;27;1
87;8;84;27;1
82;14;84;27;1
85;30;84;27;0
81;16;84;27;1
89;4;84;27;1
76;45;84;27;1
90;3;84;27;1
85;2;84;27;0
87;4;84;27;1
85;15;84;27;0
91;1;84;27;1
81;11;84;27;1
82;7;84;27;1
87;13;89;12;1
78;5;79;8;0
81;13;84;27;1
84;2;86;5;0
80;12;84;27;1
81;13;84;27;0
84;27;86;26;1
90;5;84;27;1
81;32;84;27;1
77;50;84;27;1
89;25;90;19;1
85;12;84;27;1
83;25;84;27;1
82;29;82;37;0
82;50;84;27;1
79;7;84;27;1
83;10;83;25;1
82;7;84;8;1
80;29;84;27;1
85;31;84;27;1
78;11;84;27;1
82;43;84;27;1
85;3;86;6;1
84;5;84;27;1
84;21;84;27;1
88;16;84;27;1
79;48;84;27;1
85;1;84;27;1
84;6;84;27;1
80;13;84;27;0
79;44;81;33;1
88;10;84;27;1
80;32;81;29;1
81;41;82;44;1
80;6;82;4;1
82;7;84;27;0
84;2;84;27;1
86;24;84;27;1
84;41;84;27;1
87;14;84;27;1
88;6;90;8;1
93;48;94;43;1
86;22;88;21;1
86;20;84;27;1
85;37;84;27;1
86;28;84;27;1
83;6;84;27;1
85;33;84;27;0
81;21;84;27;1
85;38;84;27;1
85;29;84;27;1
87;15;87;22;1
81;37;84;27;1
93;28;95;27;1
89;13;90;9;0
83;5;84;27;1
84;14;85;19;1
83;27;84;27;1
81;20;84;27;1
85;5;84;27;1
83;9;86;8;1
86;32;84;27;1
84;10;84;27;1
83;29;84;27;1
82;11;84;27;1
88;4;84;27;1
80;27;84;27;1
83;4;85;4;1
87;10;88;10;1
84;11;84;27;1
83;19;84;27;1
86;12;84;27;1
85;14;84;27;1
87;15;89;16;1
88;6;90;6;1
87;7;84;27;1
82;8;84;27;0
85;17;84;27;1
84;28;84;27;1
80;12;84;27;1
85;27;84;27;1
94;14;84;27;1
89;11;84;27;1
85;24;88;21;1
83;27;84;27;0
86;33;84;27;1
79;31;84;27;1
90;5;84;27;0
84;4;86;3;1
83;29;85;20;1
84;45;84;27;1
89;15;90;16;1
80;16;84;27;1
86;39;84;27;1
86;9;84;27;1
88;24;84;27;1
87;29;84;27;1
82;3;84;2;1
84;45;86;45;1
84;1;86;1;1
81;13;84;27;1
80;18;84;27;1
84;11;87;11;1
90;3;84;27;1
81;8;83;4;1
88;9;84;27;1
86;24;88;27;1
84;46;84;27;0
87;18;84;27;1
87;17;88;22;1
86;28;84;27;1
83;41;84;27;1
88;5;91;3;0
88;37;84;27;1
88;1;84;27;1
79;46;84;27;1
86;18;84;27;1
79;6;84;27;0
76;23;84;27;0
84;4;84;27;1
86;7;88;11;1
81;24;84;27;0
84;3;84;27;1
88;5;91;6;0
84;15;86;19;1
84;30;88;29;1
84;17;84;27;1
92;38;84;27;0
85;31;84;27;1
83;2;84;27;0
84;15;84;27;1
84;33;84;27;1
82;6;84;27;1
80;20;84;27;1
86;12;84;27;0
81;10;84;27;1
90;6;91;8;1
82;20;84;27;0
90;5;84;27;0
83;23;84;27;1
78;20;84;27;1
88;3;84;27;1
80;4;82;2;1
78;13;78;18;1
86;41;84;27;1
78;6;84;27;1
80;21;81;41;1
85;5;84;27;1
84;10;85;20;0
84;18;84;27;1
83;6;85;10;0
80;27;84;27;1
82;16;83;17;0
87;10;84;27;1
88;2;91;2;1
89;18;84;27;1
84;11;84;27;1
84;41;84;27;1
89;12;89;17;1
85;27;88;22;1
84;12;84;27;1
84;10;85;11;0
85;27;87;37;1
86;7;88;11;1
86;9;88;11;1
88;20;84;27;1
86;17;87;29;1
77;51;80;62;1
79;38;84;27;1
80;28;81;33;1
80;30;84;27;1
79;22;81;19;1
89;11;84;27;1
86;12;84;27;1
85;17;87;21;0
86;8;84;27;1
82;14;84;27;1
86;2;84;27;1
80;16;81;25;1
85;2;85;3;1
85;5;86;5;1
83;14;84;22;1
80;14;84;27;1
80;16;84;27;1
81;19;82;18;1
85;34;86;38;1
83;13;87;17;1
86;13;87;22;1
85;18;84;27;1
86;15;84;27;1
80;24;82;30;1
81;14;84;27;1
86;15;84;27;1
85;40;86;46;1
83;45;84;27;0
84;29;84;27;1
82;39;84;27;1
83;37;85;32;1
85;15;89;10;1
85;42;84;27;0
86;8;84;27;1
85;23;88;13;1
83;33;84;27;0
86;46;84;27;1
82;13;84;19;0
82;12;83;13;1
86;20;84;27;1
93;25;84;27;1
80;11;84;27;1
84;2;84;5;1
88;10;92;7;1
83;47;84;53;1
80;25;84;27;1
84;26;84;27;1
81;14;84;27;1
84;2;85;2;1
83;23;84;27;0
86;20;84;27;1
85;28;84;27;1
82;27;85;22;1
84;18;84;27;0
88;20;84;27;0
83;37;84;27;1
84;28;84;27;0
87;2;89;3;1
85;4;86;4;0
89;6;84;27;1
87;6;84;27;1
81;43;84;27;1
87;17;84;27;1
86;27;84;27;1
87;7;84;27;1
90;10;90;11;0
84;3;84;27;0
82;47;82;46;1
92;2;93;3;1
80;28;81;45;1
87;30;84;27;1
86;2;88;2;1
85;36;88;33;1
89;18;84;27;1
79;5;84;27;1
83;11;85;9;1
85;22;84;27;1
85;44;84;27;0
85;35;84;27;1
84;4;87;3;1
77;32;84;27;1
86;16;84;27;1
78;37;84;27;1
84;12;87;14;1
84;7;84;27;1
85;3;84;27;1
84;13;86;48;1
83;13;84;13;1
76;43;84;27;1
83;17;84;27;0
84;7;84;27;0
84;8;84;27;1
82;18;84;27;0
89;7;90;11;1
88;10;84;27;1
85;16;84;27;1
77;46;84;27;1
85;17;84;27;1
85;43;87;37;1
84;6;86;6;1
84;8;87;14;0
92;1;95;1;1
89;12;84;27;1
84;4;84;27;1
78;5;84;27;1
83;2;84;27;1
89;32;84;27;1
80;25;84;27;1
81;15;84;27;1
86;4;84;27;1
80;30;84;27;1
82;16;84;27;0
85;2;86;4;1
83;27;84;27;1
83;36;84;27;1
86;16;84;27;1
82;5;83;15;1
86;23;84;27;0
84;2;84;27;0
87;8;90;15;1
79;10;82;10;1
79;10;84;27;1
85;12;87;15;1
80;12;84;27;1
89;16;84;27;1
88;14;84;27;0
90;38;84;27;1
92;20;84;27;1
84;4;84;27;1
90;8;93;3;0
82;39;84;27;1
77;19;84;27;1
82;34;84;27;0
87;28;88;32;1
