indeks_mapel_un_1_5;presentase_rangking _1_5;indeks_mapel_un_3_5;presentase_rangking _1_5;lulus_tpb
85;37;84;27;1
81;23;84;27;1
87;24;84;27;1
85;2;84;27;1
83;27;86;29;1
83;41;84;27;1
92;3;84;27;1
83;13;84;27;1
83;10;86;5;1
88;2;84;27;1
81;46;84;27;1
83;33;84;27;0
85;16;84;27;0
82;47;84;27;1
84;9;85;9;1
86;10;84;27;1
86;24;84;27;1
80;25;84;27;1
84;44;84;27;1
81;3;84;27;1
91;5;92;8;1
87;6;84;27;1
86;13;84;27;1
80;21;81;31;0
88;7;84;27;1
83;15;85;10;0
81;30;82;35;1
87;11;89;9;1
86;15;84;27;1
82;37;83;36;1
81;29;82;28;1
88;31;84;27;1
80;40;84;27;0
82;23;84;27;1
90;38;84;27;1
92;11;84;27;1
81;24;81;30;1
91;3;92;5;1
87;32;87;34;1
88;15;84;27;1
85;12;85;17;1
82;23;84;27;1
80;21;84;27;0
78;20;84;27;1
81;14;84;27;0
85;1;85;2;0
84;14;84;27;1
84;32;84;27;1
89;2;88;5;1
82;28;84;29;1
90;3;93;3;1
84;1;85;2;1
77;36;84;27;1
94;14;84;27;1
82;21;83;18;1
83;31;84;27;1
77;30;84;27;1
84;18;84;27;1
84;2;85;2;1
81;38;84;27;1
92;3;93;3;1
85;38;84;27;0
92;0;94;1;1
83;30;84;27;1
85;20;87;20;1
83;48;84;27;1
83;7;84;27;1
84;41;84;27;1
81;42;84;27;1
83;12;85;9;0
84;15;84;27;1
87;21;89;24;1
83;39;84;27;0
87;14;89;20;1
82;37;84;27;1
78;23;84;27;0
83;9;85;9;1
87;8;84;27;1
83;22;84;27;1
77;11;78;35;1
81;20;84;27;1
85;36;84;27;1
84;2;85;7;1
85;18;84;27;1
89;19;84;27;1
86;14;87;9;1
87;43;84;27;1
91;2;84;27;1
86;11;88;7;1
92;16;84;27;1
88;16;89;20;1
90;5;84;27;0
89;4;84;27;0
84;4;84;27;1
83;23;84;27;1
81;45;82;53;0
79;24;84;27;0
87;46;89;42;1
85;33;87;37;1
83;33;84;27;1
85;32;84;27;1
85;5;84;27;1
85;48;84;27;1
83;10;84;27;1
81;39;84;27;1
85;19;84;27;0
95;3;84;27;1
86;21;84;27;1
80;48;82;41;1
82;44;84;27;0
83;27;84;27;1
84;14;84;27;1
79;17;81;16;1
81;8;84;27;0
84;40;84;27;1
80;43;82;42;1
82;37;84;27;1
82;48;84;27;1
78;43;80;49;1
85;7;84;27;1
82;28;84;27;1
87;11;89;7;0
85;26;84;27;1
82;25;84;32;1
80;38;84;27;1
79;9;84;27;1
86;12;84;27;1
84;37;84;27;1
87;8;84;27;0
81;30;84;27;1
86;10;87;13;0
86;32;84;27;1
82;3;84;27;1
85;3;86;4;1
82;26;84;27;1
80;5;84;27;0
83;6;84;27;1
83;24;85;29;1
88;5;84;27;1
84;20;86;18;1
79;17;80;17;1
84;2;86;2;1
84;45;84;27;1
85;41;84;27;1
82;26;84;27;1
84;9;84;27;0
81;9;82;9;1
89;21;89;27;1
84;29;84;27;0
82;33;84;27;1
84;6;85;8;1
85;12;84;27;1
83;34;84;27;1
78;30;84;27;1
81;14;81;22;0
83;12;84;11;1
85;14;87;23;1
84;26;84;27;0
81;21;82;21;1
83;27;84;27;1
82;2;85;2;1
77;25;84;27;1
94;7;84;27;1
86;1;87;1;1
86;13;84;27;1
81;30;83;36;0
82;27;84;27;1
79;15;79;16;1
82;23;84;27;1
85;4;86;4;1
83;8;84;27;1
82;4;84;27;1
82;23;84;27;1
86;29;87;26;1
83;16;84;27;1
93;7;84;27;1
82;19;84;20;1
88;4;89;4;1
77;45;84;27;0
87;46;84;27;1
81;24;84;27;0
89;14;84;27;1
81;33;84;27;1
85;16;84;27;1
80;46;84;27;1
87;1;89;1;1
87;5;84;27;1
81;50;84;27;1
76;44;78;45;1
85;49;84;27;1
85;6;84;27;1
89;41;84;27;1
81;45;82;51;1
80;18;81;22;1
82;27;84;27;1
87;17;84;27;1
83;14;85;17;1
82;19;83;19;1
84;10;84;27;1
82;18;84;27;1
82;5;84;27;0
80;41;84;27;1
81;36;84;27;1
83;4;84;27;0
82;4;84;5;1
84;17;84;27;1
81;7;82;18;1
81;32;84;27;1
85;27;84;27;1
85;9;84;27;1
83;29;84;27;1
82;22;84;27;1
89;16;84;27;1
82;21;84;27;1
80;49;84;27;1
84;5;85;9;1
83;28;83;29;1
82;33;84;27;1
83;11;84;27;0
85;4;88;4;1
85;5;84;27;1
85;45;84;27;1
85;37;84;27;0
84;6;84;27;1
77;49;84;27;1
85;40;84;27;1
84;18;84;27;1
84;37;84;27;1
82;27;84;19;1
80;7;84;27;1
82;16;84;27;1
84;32;84;27;1
82;35;84;27;1
83;3;84;27;1
84;11;84;27;1
85;4;88;4;1
81;32;84;27;1
85;31;84;27;1
84;11;84;27;1
80;50;84;27;1
87;40;84;27;0
78;22;80;16;1
81;12;84;27;0
83;23;87;23;1
84;3;86;3;1
80;29;84;27;1
87;4;84;27;1
82;6;83;11;1
84;10;86;21;1
83;46;84;27;1
86;7;84;27;1
83;19;84;27;1
84;16;86;11;1
93;5;84;27;1
80;46;84;27;1
85;4;86;5;1
84;8;84;27;1
83;16;86;24;1
85;48;84;27;1
85;20;84;27;1
85;14;86;14;1
82;29;84;27;1
83;41;84;27;1
83;24;84;27;1
87;23;89;18;1
83;25;84;27;1
85;17;85;21;1
86;3;87;5;0
86;7;84;27;1
88;4;84;27;1
82;10;84;13;1
82;4;84;27;0
84;5;84;27;1
87;19;84;27;1
80;26;82;37;1
80;31;84;27;0
79;21;80;23;1
83;35;84;27;1
84;20;85;29;1
83;24;84;27;1
82;32;84;27;1
84;27;84;27;1
81;42;83;39;1
84;24;84;33;1
84;6;86;5;1
81;26;84;27;0
84;36;84;27;1
84;6;84;27;1
78;30;84;27;1
82;32;85;27;1
88;4;84;27;0
86;9;90;10;1
81;41;84;27;1
82;12;83;16;1
83;9;84;10;1
80;16;84;27;1
80;29;84;27;1
81;45;82;36;1
80;31;84;27;1
82;47;84;27;1
82;44;84;27;1
80;47;84;27;1
84;5;84;27;1
81;30;83;22;1
89;3;84;27;1
83;28;86;26;1
84;20;84;27;1
82;26;84;27;1
80;50;84;27;1
87;5;84;27;1
85;6;87;8;1
85;18;88;20;1
83;14;84;27;1
84;13;84;27;1
80;38;84;27;1
82;34;84;27;1
88;19;84;27;1
82;21;84;27;1
84;21;84;27;1
83;9;85;9;1
84;1;86;5;1
84;8;84;27;0
86;2;88;2;1
82;31;84;27;0
89;5;89;10;1
87;9;87;9;1
86;43;84;27;1
91;15;84;27;1
81;28;84;27;1
88;36;84;27;1
82;23;84;25;1
80;45;84;27;1
81;45;84;27;1
82;8;84;10;1
82;13;84;27;0
84;6;84;27;1
83;26;84;27;0
83;15;84;27;1
83;30;84;27;1
87;26;84;27;1
84;6;84;27;1
86;8;88;9;1
83;46;84;27;1
85;46;84;27;1
82;9;82;12;1
89;9;90;14;1
86;17;84;27;1
89;5;89;8;1
81;18;82;30;1
82;29;84;27;1
82;30;83;38;0
82;20;84;14;1
83;38;84;27;1
82;44;84;27;1
81;49;84;27;1
85;25;89;19;1
76;12;75;12;1
84;21;84;27;0
84;9;86;6;1
82;5;84;27;1
84;6;84;27;1
86;26;84;27;1
82;43;84;48;0
78;35;84;27;1
83;30;84;27;0
92;11;84;27;1
83;23;84;27;1
84;42;84;27;1
91;12;84;27;0
86;2;86;4;1
78;16;84;27;1
82;7;84;27;1
87;14;84;27;0
84;41;84;27;1
86;7;88;6;1
85;36;84;27;1
79;9;84;27;1
81;24;82;29;1
81;49;84;27;1
88;26;84;27;1
85;4;86;5;1
82;48;84;27;1
87;18;84;27;1
84;10;84;14;1
82;11;84;27;1
85;26;84;27;1
82;14;82;16;1
78;33;78;35;1
83;44;84;27;1
82;19;84;27;1
83;32;84;27;1
80;35;84;27;0
81;21;84;27;1
79;12;84;27;1
78;36;84;27;1
90;5;84;27;1
83;12;84;27;1
85;30;84;27;1
78;26;84;27;1
87;14;84;27;1
82;28;84;27;1
82;12;84;27;0
86;26;87;24;1
86;16;89;14;1
86;46;84;27;1
79;21;84;27;1
83;22;84;27;1
88;9;84;27;1
85;49;84;27;1
82;49;84;27;1
86;20;84;27;1
81;41;84;27;1
81;7;83;8;0
88;25;84;27;1
83;21;84;27;1
84;28;86;33;1
83;35;84;27;1
84;24;84;27;1
80;9;84;27;1
81;25;84;27;1
85;37;86;35;1
87;14;84;27;1
91;34;84;27;1
81;17;84;27;0
87;22;89;31;1
81;32;84;27;1
83;29;84;27;1
88;6;84;27;1
88;24;84;27;1
77;44;84;27;1
86;15;88;16;1
81;31;84;27;1
82;18;84;27;1
86;11;88;11;1
84;3;85;4;1
84;35;84;27;1
83;18;85;20;1
83;32;84;27;1
84;25;84;27;1
82;22;84;27;1
85;12;86;28;0
85;14;84;27;1
84;8;84;27;1
88;5;84;27;1
83;11;84;22;0
85;23;84;27;1
79;47;84;27;1
86;41;84;27;1
89;30;84;27;1
85;1;87;1;1
83;5;84;27;1
86;9;84;27;0
82;10;83;18;1
82;31;84;27;1
84;16;84;19;0
83;31;84;27;1
82;19;84;27;1
85;22;84;27;0
85;30;84;27;1
81;25;84;27;1
83;40;84;27;1
83;6;84;27;1
81;47;84;27;1
83;34;84;27;1
83;4;84;27;1
84;31;84;27;1
84;18;85;18;1
83;15;84;27;1
83;36;84;27;1
85;11;84;27;1
86;19;84;27;0
82;31;83;41;1
83;26;83;34;1
83;33;84;27;1
79;48;84;27;1
82;27;84;27;1
85;27;84;27;1
81;46;83;48;1
84;1;84;27;1
86;29;84;27;1
81;50;82;53;0
84;6;85;8;1
80;40;84;27;1
82;39;84;27;0
78;14;84;27;1
85;16;84;27;1
85;47;84;27;1
80;44;84;27;1
88;15;87;31;1
85;17;87;23;1
85;10;87;11;1
81;1;82;3;1
86;15;88;14;1
87;2;84;27;1
87;8;89;5;1
78;38;84;27;1
83;25;84;29;1
80;35;84;27;1
85;23;84;27;1
84;7;84;27;0
83;15;84;18;1
87;13;88;15;1
83;23;84;27;1
81;35;84;27;1
77;35;84;27;1
85;18;87;21;1
84;40;84;27;1
83;18;84;27;1
92;1;93;2;1
86;37;84;27;1
83;13;85;12;0
78;25;84;27;1
79;36;84;27;1
84;2;84;27;1
84;8;86;6;1
78;28;84;27;1
80;42;84;27;1
82;37;83;34;1
78;15;78;34;1
83;10;84;27;1
83;20;85;12;1
82;8;84;27;1
84;11;84;27;1
90;2;84;27;0
86;2;84;27;1
83;9;84;27;0
90;2;84;27;1
83;18;84;18;1
83;31;84;42;1
85;14;84;27;1
83;11;85;9;1
85;35;84;27;1
82;43;84;27;1
83;16;85;9;1
77;35;79;26;1
81;35;84;24;1
82;29;84;27;1
87;26;84;27;1
80;18;84;27;1
82;16;84;27;1
82;21;84;27;1
86;2;84;27;1
82;39;84;27;1
88;4;84;27;1
83;6;84;27;1
87;38;84;27;1
88;3;90;4;1
87;28;84;27;1
85;11;84;27;0
83;2;85;2;1
84;48;84;27;1
84;46;84;27;1
82;9;84;27;1
85;4;84;27;1
82;18;84;27;1
84;20;84;27;1
81;21;84;27;1
81;15;84;27;0
81;30;84;27;1
80;21;84;27;1
82;22;84;24;1
83;17;84;27;0
82;24;84;27;1
81;24;84;27;1
81;25;84;27;1
82;30;86;33;1
81;43;84;27;1
79;29;84;27;1
82;33;84;27;1
81;39;84;27;1
86;24;84;27;1
83;42;84;27;1
83;37;84;27;1
83;36;84;27;1
82;49;84;27;1
84;15;84;27;1
84;10;85;9;1
86;10;84;27;1
81;19;84;27;1
85;13;84;27;1
83;42;84;27;1
82;33;84;27;1
84;6;85;7;1
84;8;87;16;1
82;37;84;27;1
87;6;88;6;1
80;17;84;27;1
80;18;84;27;1
82;45;84;27;1
82;47;84;27;1
86;10;84;27;1
81;24;84;27;1
82;22;84;27;1
88;43;84;27;1
85;17;84;27;1
85;35;84;27;0
86;22;84;27;1
82;46;82;82;1
83;19;84;21;0
88;4;88;6;1
81;28;84;27;0
81;11;84;27;1
82;35;84;27;1
85;6;86;11;0
80;37;84;27;0
80;38;81;33;1
83;18;84;27;1
81;20;84;27;1
84;24;84;27;1
79;22;84;27;1
78;30;84;27;1
85;37;84;27;1
81;5;84;5;1
80;17;84;27;1
86;9;84;27;1
85;26;87;33;1
80;35;84;27;1
80;13;81;14;1
79;18;84;27;1
79;29;84;27;1
85;25;86;28;1
83;16;84;27;1
81;19;84;27;1
82;34;84;27;1
82;9;84;27;1
79;49;84;27;0
88;5;84;27;1
87;7;89;4;1
78;29;84;27;1
81;12;82;12;1
82;12;83;17;1
83;40;84;27;1
84;14;85;20;1
89;1;84;27;1
80;15;81;16;1
84;18;85;31;1
83;7;84;27;1
88;17;84;27;1
82;41;84;27;1
85;4;84;27;0
85;20;87;22;1
84;3;84;27;1
80;26;84;27;1
83;15;85;11;1
84;16;84;27;1
80;37;84;27;1
82;22;84;27;1
82;32;84;27;1
81;44;84;27;1
80;27;84;27;1
79;28;84;27;1
87;32;84;27;0
83;44;84;27;1
80;48;84;27;1
79;10;84;27;1
86;28;84;27;1
88;43;84;27;1
87;9;84;27;1
83;44;84;27;1
83;38;84;27;1
79;40;84;27;1
86;7;84;27;1
84;5;84;27;1
77;38;78;42;1
80;47;84;27;0
82;29;84;27;1
86;33;84;27;1
82;5;84;27;1
88;10;84;27;1
80;20;84;27;1
77;45;84;27;1
82;38;84;27;0
83;22;84;27;1
83;37;84;27;1
83;14;84;27;1
78;44;84;27;0
81;38;84;27;1
83;21;84;27;0
81;42;84;27;0
81;40;84;27;1
87;3;88;3;1
84;29;84;27;1
85;10;86;23;1
81;19;81;24;1
81;20;84;27;1
79;3;80;10;0
91;26;84;27;1
80;40;84;27;1
92;4;84;27;1
81;48;84;27;1
82;36;84;27;1
85;18;84;27;1
85;49;84;27;1
82;17;84;27;1
84;6;84;27;1
83;13;84;27;1
80;11;84;27;1
83;17;84;27;0
80;30;81;38;0
82;47;84;27;0
76;21;84;27;1
84;13;84;27;0
77;36;84;27;0
78;18;84;27;1
81;39;84;27;1
77;28;84;27;1
81;37;84;27;1
84;35;84;27;1
85;23;86;20;0
81;15;84;27;1
81;40;84;27;1
82;20;84;27;1
78;18;80;15;0
80;26;84;27;1
94;9;96;9;1
85;43;84;27;1
82;28;84;35;0
84;4;84;27;1
82;2;84;27;1
78;18;84;27;1
85;10;86;9;1
82;21;84;27;1
81;3;84;27;1
83;3;84;8;1
84;4;84;27;1
88;19;84;27;1
81;10;84;27;0
84;22;84;27;1
91;5;84;27;1
84;21;84;27;1
86;16;84;27;0
83;2;84;27;0
84;1;84;27;1
80;39;84;27;1
87;15;84;27;1
85;6;84;27;1
87;14;84;27;1
87;2;84;27;1
87;5;84;27;0
84;13;84;27;1
86;37;84;27;0
86;23;84;27;1
85;13;84;27;1
80;39;84;27;0
83;16;84;27;0
82;19;84;27;0
84;37;84;27;1
83;28;84;27;0
86;34;84;27;1
87;8;84;27;0
82;8;84;27;0
83;25;84;27;1
90;4;84;27;1
86;28;84;27;1
81;13;84;27;0
79;31;84;27;1
85;13;84;27;0
83;8;84;27;0
84;27;84;27;0
88;19;84;27;1
81;32;84;27;0
89;13;84;27;1
84;17;84;27;1
82;37;84;27;1
80;21;84;27;0
82;33;84;27;1
81;19;84;27;0
84;27;84;27;1
88;12;84;27;1
84;4;84;27;0
84;27;84;27;1
85;11;84;27;0
84;30;84;27;1
81;26;84;27;1
81;18;84;27;0
89;30;84;27;0
80;31;84;27;0
83;35;84;27;1
82;21;84;27;1
83;7;84;27;1
84;14;84;27;0
84;13;84;27;1
82;15;84;27;0
80;22;84;27;0
84;2;84;27;0
84;39;84;27;0
82;20;84;27;1
82;28;84;27;0
80;26;84;27;0
85;25;84;27;1
87;18;84;27;1
87;24;84;27;1
83;24;84;27;1
81;28;84;27;1
85;26;84;27;0
87;32;84;27;0
85;30;84;27;1
1011;;;;
