ID,1-IND,1-ING,1-MAT,1-BIO,1-FIS,1-KIM,1-EKO,1-GEO,1-SOS,1-BAS,1-AGM,1-PJO,1-SNB,2-IND,2-ING,2-MAT,2-BIO,2-FIS,2-KIM,2-EKO,2-GEO,2-SOS,2-BAS,2-AGM,2-PJO,2-SNB,3-IND,3-ING,3-MAT,3-BIO,3-FIS,3-KIM,3-EKO,3-GEO,3-SOS,3-BAS,3-AGM,3-PJO,3-SNB,4-IND,4-ING,4-MAT,4-BIO,4-FIS,4-KIM,4-EKO,4-GEO,4-SOS,4-BAS,4-AGM,4-PJO,4-SNB,5-IND,5-ING,5-MAT,5-BIO,5-FIS,5-KIM,5-EKO,5-GEO,5-SOS,5-BAS,5-AGM,5-PJO,5-SNB,indeks_mapel_un_1_5,ranking_mapel_un_1_5,indeks_mapel_un-1,ranking_mapel_un-1,indeks_mapel_un-2,ranking_mapel_un-2,indeks_mapel_un-3,ranking_mapel_un-3,indeks_mapel_un-4,ranking_mapel_un-4,indeks_mapel_un-5,ranking_mapel_un-5
1401,87,81,91,87,86,85,87,86,83,80,91,88,90,94,90,84,90,91,86,84,86,84,86,95,88,90,90,86,87,83,84,88,NULL,NULL,NULL,90,91,87,92,93,88,91,89,85,86,NULL,NULL,NULL,95,85,91,95,85,89,85,86,85,89,NULL,NULL,NULL,90,90,95,85,87.57,1,86.33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1402,72,70,79,83,82,84,78,NULL,NULL,NULL,84,80,82,78,73,71,74,78,79,78,NULL,NULL,NULL,78,78,81,84,72,81,78,84,73,NULL,NULL,NULL,NULL,78,78,83,82,87,92,80,82,79,NULL,NULL,NULL,NULL,79,78,84,74,78,79,73,80,77,NULL,NULL,NULL,NULL,78,78,77,79.09,114,84.82,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1403,87,84,92,85,84,85,78,76,80,96,85,85,95,93,81,89,80,97,96,80,82,84,85,80,95,85,82,90,82,77,86,82,NULL,NULL,NULL,83,88,88,85,82,95,80,93,86,78,NULL,NULL,NULL,82,92,90,77,80,82,95,83,86,75,NULL,NULL,NULL,83,83,80,84,86.14,62,87.59,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1404,85,76,79,81,75,85,78,65,73,76,80,80,82,85,83,70,79,85,86,78,70,69,80,77,75,80,86,68,75,70,85,80,NULL,NULL,NULL,79,85,82,83,75,79,81,80,73,85,NULL,NULL,NULL,81,85,80,75,79,70,79,82,74,83,NULL,NULL,NULL,73,80,80,76,79.29,5,75,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1405,80.2,77.9,75.3,NULL,71.2,71.1,NULL,NULL,NULL,NULL,82,80.1,81.4,82.2,77.5,70.7,NULL,75,75.1,NULL,NULL,NULL,NULL,81,83.3,89,85.4,76,75,NULL,70,69.2,NULL,NULL,NULL,NULL,90,78.8,75.1,83,81.9,75,NULL,70,73.6,NULL,NULL,NULL,NULL,77.1,80.6,80.1,75.8,80,66,NULL,66,74.5,NULL,NULL,NULL,NULL,80.7,75,80.2,76.39,15,77.27,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1406,84,78,85,82,79,85,70,79,85,80,88,75,82,89,81,85,84,90,80,85,85,76,84,78,89,83,85,86,85,85,85,78,NULL,NULL,NULL,83,89,84,80,83,87,90,83,73,85,NULL,NULL,NULL,80,79,76,70,81,86,83,83,78,85,NULL,NULL,NULL,80,87,80,86,83.52,10,85.89,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1407,83,85,91,82,85,80,85,NULL,83,NULL,88,93,92,86,80,92,90,82,93,87,NULL,92,NULL,87,78,78,85,82,94,84,83,82,77,NULL,89,NULL,88,86,90,87,84,92,87,98,87,80,NULL,85,NULL,87,84,82,85,93,86,88,86,86,NULL,NULL,85,NULL,86,80,88,86.35,12,81.84,11,83.84,11,85.09,22,87.55,22,92.45,15
1408,79,81,80,81,82,73,85,80,81,84,92,88,85,82,79,85,81,78,82,86,79,85,82,95,90,84,87,82,80,84,82,82,NULL,NULL,NULL,84,91,82,85,82,84,75,90,79,76,NULL,NULL,NULL,82,91,81,83,80,82,72,80,86,83,NULL,NULL,NULL,84,89,90,83,81.19,32,85.79,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1409,86,79,88,NULL,79,NULL,NULL,NULL,NULL,NULL,83,84,81,84,81,82,NULL,80,NULL,NULL,NULL,NULL,NULL,78,86,86,81,92,83,NULL,88,NULL,NULL,NULL,NULL,NULL,83,76,81,87,83,80,NULL,86,NULL,NULL,NULL,NULL,NULL,79,82,80,86,92,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,77,83,84.29,4,85.8,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1410,93,81,84,93,93,94,80,80,79,93,80,94,86,80,84,80,84,84,80,81,81,80,84,93,80,82,81,93,92,97,96,80,80,78,75,80,83,80,95,84,80,82,80,82,97,83,81,80,80,84,85,96,97,96,96,82,80,85,NULL,NULL,NULL,96,97,97,84,87.71,13,80,24,81.33,47,84.18,46,93,4,96.5,2
1411,79.5,80,86,80,81,89,94,NULL,81,NULL,78.5,87,90,88,76,80,94,89,95,80,NULL,89,NULL,86,80.25,86,85,80,79,80,89,87,77,NULL,81.75,NULL,85.6,83.5,79.5,90,83,85.25,77,85,78.75,80,NULL,85,NULL,79.75,92,82,80.75,76.25,86,77,81.75,85,77,NULL,89,NULL,84.4,85,82.5,84.14,34,80.33,33,80.36,50,87.64,13,85.27,41,86.09,79
1412,85,80,86,90,90,84,80,78,75,84,78,83,86,76,85,75,80,83,74,83,81,80,80,87,78,75,82,87,87,95,95,78,81,80,80,79,83,76,87,82,79,84,73,80,90,85,83,80,78,85,83,92,90,92,92,75,79,82,NULL,NULL,NULL,89,92,90,81,84.4,84,76.1,273,80.14,88,82.96,98,87.25,76,92.43,70
1413,95,84,82,84,79,81,75,82,82,86,87,82,83,88,85,82,85,79,81,75,82,82,85,83,83,85,95,84,88,85,80,82,NULL,NULL,NULL,78,83,85,78,90,84,85,80,79,83,NULL,NULL,NULL,86,83,82,78,84,80,82,80,80,85,NULL,NULL,NULL,80,80,80,82,83.87,4,83.17,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1414,98,92,86,95,92,92,83,82,86,90,95,89,91,86,93,97,86,86,86,84,89,82,90,88,88,94,88,86,92,97,95,95,NULL,NULL,NULL,85,90,83,85,95,89,89,89,89,89,NULL,NULL,NULL,96,93,96,95,93,98,95,93,97,96,NULL,NULL,NULL,90,94,89,84,92.28,18,92.33,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1415,80,87,86.25,86.75,83.5,81.25,87.5,NULL,NULL,NULL,82.25,88.75,86.5,88.25,82,84,78.25,91,87.5,82.5,NULL,NULL,NULL,88.65,80.25,96.5,86.5,90.5,84,85,82.5,88.25,82.5,NULL,NULL,NULL,85,82.75,85,80,82.5,87.25,88.25,84.25,89.25,82.5,NULL,NULL,NULL,89.35,85.5,86.25,79,88.75,82.5,82,86.25,88.25,86.5,NULL,NULL,NULL,87.5,87.5,88.75,84.8,51,88.8,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1416,78,80,82,NULL,78,80,NULL,NULL,NULL,NULL,86,84,87,82,78,88,NULL,82,81,NULL,NULL,NULL,NULL,81,85,85,85,80,85,NULL,83,80,NULL,NULL,NULL,NULL,86,85,79,84,84,88,NULL,81,79,NULL,NULL,NULL,NULL,83,81,77,82,81,86,NULL,77,77,NULL,NULL,NULL,NULL,81,80,80,82.99,1,82.69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1417,80.5,80,86,84,82,80,79,NULL,82,NULL,76.75,87,89,90,74.5,86,79,94,93,84,NULL,84,NULL,87.2,76.5,86,86,79,81.75,87,84,78,77.5,NULL,81.75,NULL,85,84.5,76,92,82,81,77.5,96,80.75,87,NULL,96,NULL,82.5,94,86,80.25,81.5,90,77,81.75,80.5,77,NULL,94,NULL,86.4,84,83,84.14,35,79.72,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1418,80,89,83,88,89,89,84,80,78,90,77,81,85,80,84,80,81,88,84,74,81,81,79,89,84,87,91,88,83,72,80,84,NULL,NULL,NULL,87,87,83,83,89,92,75,75,82,85,NULL,NULL,NULL,87,88,83,79,91,83,75,78,82,85,NULL,NULL,NULL,82,82,88,78,83.86,53,88.67,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1419,77,82,79,NULL,79,80,NULL,NULL,NULL,NULL,86,79,87,80,77,88,NULL,83,80,NULL,NULL,NULL,NULL,85,82,87,85,81,78,NULL,83,79,NULL,NULL,NULL,NULL,85,86,83,83,84,83,NULL,84,79,NULL,NULL,NULL,NULL,84,80,74,83,80,87,NULL,85,76,NULL,NULL,NULL,NULL,87,80,80,82.38,3,81.46,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1420,86,78,80,81,82,82,80,82,77,76,85,80,80,79,75,82,80,78,80,78,79,73,86,85,79,80,85,83,74,79,77,82,NULL,NULL,NULL,86,82,78,90,75,78,75,81,76,84,NULL,NULL,NULL,74,85,76,80,85,80,85,78,74,82,NULL,NULL,NULL,80,82,80,84,80.1,4,79.5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1421,85,86,90,85,87,85,85,81,NULL,NULL,89,84,88,84,84,94,84,86,82,86,88,NULL,NULL,92,86,92,87,85,85,90,90,87,NULL,87,NULL,NULL,81,82,90,90,86,84,90,85,85,NULL,94,NULL,NULL,85,95,87,86,87,87,88,89,83,NULL,89,NULL,NULL,87,80,90,86.49,31,84.05,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1422,82,85,79,NULL,84,86,NULL,NULL,NULL,NULL,76,86,80,80,76.4,80,NULL,76.1,81,NULL,NULL,NULL,NULL,84,79,81,80.6,81.3,80,NULL,75,83,NULL,NULL,NULL,NULL,81.7,80,NULL,82,88,85,NULL,76,81.3,NULL,NULL,NULL,NULL,83,85,NULL,83,86,77.5,NULL,71.9,80.5,NULL,NULL,NULL,NULL,79.5,75,NULL,80.95,6,81.87,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1423,85,94,96,87,95,90,89,NULL,NULL,87,90,85,83,94,88,93,94,89,92,91,NULL,NULL,95,85,90,89,92,87,87,95,84,92,93,NULL,NULL,87,90,85,86,85,92,89,91,88,87,93,NULL,NULL,95,88,85,86,90,90,88,86,90,83,88,NULL,NULL,NULL,96,85,89,89.52,7,86.74,7,87.68,6,87.09,21,91.45,6,94,3
1424,82,84,77,84,82,76,79,82,79,85,82,80,79,83,87,84,88,85,81,79,82,76,82,89,79,84,88,82,75,78,73,82,NULL,NULL,NULL,85,86,79,84,87,79,76,82,87,76,NULL,NULL,NULL,83,89,82,81,83,81,76,88,74,84,NULL,NULL,NULL,82,90,82,85,81.81,12,85.33,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1425,87,93,96,89,94,89,89,NULL,NULL,83,89,85,82,90,89,90,95,88,90,90,NULL,NULL,93,87,90,89,88,86,85,96,96,90,88,NULL,NULL,NULL,89,84,87,88,94,86,91,87,88,93,NULL,NULL,NULL,90,81,86,90,92,86,89,93,87,88,NULL,NULL,NULL,93,81,87,89.63,6,89.82,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1426,84,86,85,86,82,78,85,NULL,NULL,81,88,83,86,87,77,85,85,80,85,83,NULL,NULL,84,80,80,73,84,75,74,83,77,84,NULL,NULL,NULL,79,84,83,84,86,78,78,85,83,79,NULL,NULL,NULL,80,82,86,82,82,80,87,86,84,77,NULL,NULL,NULL,83,78,86,80,82.81,45,79,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1427,80,73,80,83,76,80,78,80,NULL,NULL,80,82,80,75,75,78,75,78,82,NULL,80,NULL,NULL,78,82,78,76,77,73,78,75,82,NULL,NULL,NULL,NULL,80,80,85,84,79,80,79,82,76,NULL,NULL,NULL,NULL,85,84,75,82,73,78,75,79,74,NULL,NULL,NULL,NULL,85,84,78,78.19,22,75.26,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1428,92,83,80,83,84,89,91,88,NULL,NULL,88,79,80,82,79,86,79,97,92,85,81,NULL,NULL,83,84,89,89,85,92,85,95,84,83,NULL,NULL,NULL,80,84,81,88,94,84,92,87,89,80,NULL,NULL,NULL,88,83,88,90,89,85,90,92,90,82,NULL,NULL,NULL,83,79,92,87.86,6,86.82,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1429,80,75,80,85,79,85,83,80,NULL,NULL,83,84,80,73,80,72,78,80,88,79,85,NULL,NULL,82,78,80,75,82,76,78,72,88,NULL,80,NULL,NULL,85,78,74,84,83,82,82,82,78,NULL,79,NULL,NULL,85,82,72,82,76,83,80,80,78,NULL,NULL,NULL,NULL,85,82,81,79.86,4,74.42,41,77.11,9,80.91,2,81.64,1,84.09,4
1430,85,79,74,79,77,73,73,76,86,79,82,82,80,82,83,76,75,77,81,73,75,85,76,86,81,79,78,78,75,81,76,71,86,76,79,79,81,80,74,78,80,76,78,78,80,76,78,76,76,84,81,79,83,79,76,76,80,80,NULL,NULL,NULL,78,80,83,75,78.13,12,77,8,78,11,76.33,24,78.17,14,80.83,13
1431,93,89,83,87,80,91,86,83,82,88,88,86,87,88,88,81,88,84,88,83,80,83,86,90,88,92,93,86,82,90,82,84,NULL,NULL,NULL,84,89,85,90,83,90,80,89,82,86,NULL,NULL,NULL,90,86,84,92,86,89,84,86,85,90,NULL,NULL,NULL,89,89,90,94,86.36,80,86.17,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1432,78,78,74,79,74,76,83,80,76,75,86,70,NULL,76,81,71,77,76,80,72,78,78,85,79,79,NULL,80,80,82,83,72,79,NULL,NULL,NULL,78,78,77,NULL,78,80,78,75,75,80,NULL,NULL,NULL,78,77,75,NULL,80,80,79,80,80,82,NULL,NULL,NULL,85,90,70,NULL,78.22,6,75.44,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1433,79,80,83,82,77,71,NULL,73,NULL,NULL,83,78,84,85,78,79,77,77,80,NULL,75,NULL,NULL,83,70,82,81,77,83,82,78,84,NULL,90,NULL,NULL,81,81,85,78,80,78,77,80,70,NULL,89,NULL,NULL,79,76,80,78,81,83,77,80,77,NULL,NULL,NULL,NULL,84,83,82,79.87,41,77.37,25,78,28,79.82,50,82.55,21,81,176
1434,84,84,85,78,85,87,84,85,80,80,82,85,83,78,84,86,81,83,85,81,80,80,79,81,80,84,83,84,90,84,79,86,NULL,NULL,NULL,83,80,82,79,82,84,89,90,89,85,NULL,NULL,NULL,82,79,82,87,79,84,86,87,81,86,NULL,NULL,NULL,81,83,81,80,84.57,7,84,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1435,83,85,80,83,81,87,78,77,78,90,82.75,79,80,84,85,83,80,88,81,86,83,80,85,85.75,80,85,81,87,88,83,88,83,83,85,78,85,83.5,82,89,88,82,82,80,86,90,78,80,77,80,81,80,82,86,83,82,82,81,80,NULL,NULL,NULL,83,84.75,85,86,83.98,8,80.89,13,82.56,8,83.17,15,86,15,86.17,16
1436,81,83,87,83,78,83,81,80,83,83,87,87,87,77,89,88,87,76,88,82,79,81,89,85,85,90,90,87,83,89,82,80,NULL,NULL,NULL,84,92,83,93,79,85,85,81,80,86,NULL,NULL,NULL,86,79,92,89,83,83,81,85,76,90,NULL,NULL,NULL,88,89,79,95,83.94,15,88.12,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1437,84,76,86,84,86,82,80,87,82,82,91,82,85,83,84,84,83,90,80,78,86,79,83,87,84,83,79,80,85,77,86,86,79,73,81,81,80,85,87,85,82,83,83,95,85,79,75,80,78,83,88,80,83,77,83,78,84,78,NULL,NULL,NULL,79,88,79,82,83.31,17,79.67,16,81.56,6,83.83,16,85.33,18,84.83,41
1438,83,82,80,85,79,82,82,NULL,NULL,NULL,80,84,79,80,77,84,80,77,80,79,NULL,NULL,NULL,80,77,84,80,81,81,84,85,75,76,NULL,NULL,NULL,80,82,79,81,83,86,79,80,79,80,NULL,NULL,NULL,80,81,84,85,83,79,80,80,75,NULL,NULL,NULL,NULL,80,82,82,80.42,66,81.26,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1439,83,81,82,81,80,81,78,81,80,83,80,80,87,81,78,82,86,78,79,78,82,78,80,84,80,82,83,83,80,85,84,81,76,80,83,85,86,81,89,88,85,82,81,80,82,82,82,82,85,83,87,89,84,80,83,82,81,77,NULL,NULL,NULL,86,90,83,76,82.04,40,79.33,50,81.11,23,81.5,39,82.67,45,84.67,41
1440,87,82,91,86,88,85,89,NULL,NULL,85,88,85,89,87,80,92,85,84,82,88,NULL,NULL,85,89,86,91,88,83,83,86,88,88,87,NULL,NULL,NULL,84,85,90,90,84,81,90,82,87,89,NULL,NULL,NULL,88,97,86,87,85,88,86,96,83,88,NULL,NULL,NULL,86,81,90,86.67,27,83.53,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1441,80,88,90,84,85,87,92,NULL,83,NULL,86,90,90,88,81,92,95,89,97,92,NULL,85,NULL,91,79,80,85,83,92,86,83,89,90,NULL,81,NULL,90,85,90,91,86,90,90,98,94,81,NULL,88,NULL,87,83,82,80,95,87,94,93,91,83,NULL,NULL,NULL,88,81,88,88.38,4,82.32,5,83.89,10,88.18,2,91.45,4,94.64,4
1442,92,91,89,90.2,87.18,91,89,86.7,90.7,85,87.7,89,86.67,88,85.7,84.5,91,91,89,88,85,90.1,84.7,95,89,92,93,79.5,86,95,88,87.7,NULL,NULL,NULL,85.2,90.9,87.3,88,82.5,86,85,94,88,87.8,NULL,NULL,NULL,91,88.1,84.4,89,86,92,89.67,88,92,90,NULL,NULL,NULL,90,94,90,95,88.69,36,91.17,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1443,86,84,94,NULL,81,NULL,NULL,NULL,NULL,NULL,86,84,87,78,81,88,NULL,82,NULL,NULL,NULL,NULL,NULL,80,83,82,82,84,89,NULL,82,NULL,NULL,NULL,NULL,NULL,80,83,87,83,80,89,NULL,80,NULL,NULL,NULL,NULL,NULL,80,81,83,84,83,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,83,82,84.39,8,84.61,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1444,86,85,78,85,85,85,85,NULL,NULL,85,82,87,85,81,78,83,86,84,84,86,NULL,NULL,84,83,90,86,81,79,80,85,78,82,77,NULL,NULL,NULL,80,81,90,92,87,84,83,86,82,89,NULL,NULL,NULL,85,84,85,85,78,87,88,83,83,83,NULL,NULL,NULL,83,82,89,83.76,136,81.16,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1445,90.91,89,88,89,84,88,NULL,93.86,NULL,NULL,90.42,89.87,89.21,89,89,95,89,84.11,91,NULL,91.4,NULL,NULL,80,84,81.99,94.54,85.89,95,85.29,91,91.38,NULL,90,NULL,NULL,91.33,84,90,87,79.82,90.79,95,86.86,79,NULL,84,NULL,NULL,90,94,89,90,97,90,93.91,93,85.22,NULL,95,NULL,NULL,88,83.07,85,89.07,13,88.14,16,88.89,18,92.09,7,90.45,15,85.73,32
1446,88,80,87,91,85,87,78,82,80,88,82,87,85,76,85,80,88,80,73,80,84,81,85,89,78,75,80,90,90,92,90,73,80,80,89,82,83,77,90,83,80,83,76,76,91,77,77,77,82,87,82,92,92,94,93,76,73,82,NULL,NULL,NULL,91,91,90,79,84.64,74,76.67,210,78.43,196,84.18,46,88.46,41,91.93,99
1447,78,79,84,84,84.13,84,83,NULL,NULL,NULL,91.08,83,91.06,84,80,86,86,80,82,85,NULL,NULL,NULL,89,86,84,85.45,78,84,87,85.19,89,86,NULL,NULL,NULL,84,86,82.05,84.2,83.72,81,83,80,87,81,NULL,NULL,NULL,84,82,80,83,82.17,87,83.18,85.15,83,86,NULL,NULL,NULL,89.62,84.05,82,83.77,19,82.73,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1448,78,83,80,85,77,83,78,81,80,90,85,78,86,82,80,84,86,81,82,80,80,80,75,88,83,85,86,88,82,86,83,94,77,81,81,89,88,83,82,83,80,83,81,86,80,83,80,82,79,80,82,78,87,84,87,79,75,82,NULL,NULL,NULL,89,83,80,80,83.5,17,78.89,42,81.11,25,82.68,18,84.25,13,88.07,24
1449,83,85,88,83,85,78,81,NULL,NULL,NULL,85,92,90,88,81,91,87,78,89,83,NULL,NULL,NULL,84,78,80,86,83,92,85,83,80,79,NULL,NULL,NULL,90,85,92,85,83,88,86,97,86,82,NULL,NULL,NULL,85,84,82,85,92,85,88,80,85,NULL,NULL,NULL,NULL,88,80,88,85.02,49,81.16,26,83.16,27,83.91,57,85.91,56,90.18,89
1450,78,87,89,86,83,82,84,88,NULL,NULL,87,89,88,85,83,91,92,82,92,86,80,NULL,NULL,83,80,80,82,85,92,88,81,84,85,80,NULL,NULL,85,85,90,90,85,90,88,97,90,83,92,NULL,NULL,89,83,82,80,92,85,89,84,89,NULL,84,NULL,NULL,83,82,88,86.35,12,81.74,13,83.74,13,85.18,21,87.55,22,92.55,14
1451,85,85,83,88,83,82,87,NULL,84,NULL,88,87,85,88,82,83,87,84,89,92,NULL,82,NULL,87,82,90,90,86,87,90,87,90,87,NULL,87,NULL,83,88,86,90,80,88,87,86,85,88,NULL,86,NULL,84,85,90,86,84,83,92,82,90,90,NULL,83,NULL,86,80,80,86.23,20,82.79,22,84.26,20,86.18,29,88.09,20,89.09,24
1452,86,90,86,85,94,90,88,82,82,80,88,82,82,86,85,85,85,90,90,85,88,80,80,84,80,84,85,92,92,84,85,90,90,86,NULL,NULL,84,86,92,90,84,86,90,92,85,85,82,NULL,NULL,95,95,82,88,88,95,84,86,92,90,92,NULL,NULL,88,82,84,88.31,15,86.05,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1453,80,84,88,83,85,82,81,NULL,78,NULL,88,94,90,87,83,90,88,80,91,83,NULL,92,NULL,83,79,80,84,85,89,85,83,84,82,NULL,91,NULL,90,90,90,85,83,87,85,97,87,82,NULL,80,NULL,87,87,82,82,95,88,87,84,86,NULL,NULL,85,NULL,88,81,88,85.56,31,82,9,84,8,84.45,36,86.18,50,90.45,71
1454,82,67,73,73,80,73,71,70,74,78,83,81,78,80,78,68,77,77,83,73,74,72,78,82,80,76,70,69,79,84,81,74,84,85,79,76,81,76,86,82,85,68,80,80,70,80,80,79,81,81,80,76,82,77,77,86,82,76,NULL,NULL,NULL,79,81,78,74,77.14,33,70.92,79,74.76,29,78.74,19,78.11,54,82.96,47
1455,82,79,77,79,82,77,77,NULL,NULL,NULL,76,80,83,80,84,77,77,75,77,80,NULL,NULL,NULL,85,90,83,83,79,77,77,77,81,77,NULL,NULL,NULL,90,87,87,86,81,82,77,78,78,86,NULL,NULL,NULL,80,80,90,80,78,77,85,78,79,81,NULL,NULL,NULL,83,80,84,79.39,75,79.26,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1456,81,83,78,80,81,77,76,NULL,NULL,NULL,85,79,84,79,84,81,78,76,78,80,NULL,NULL,NULL,84,75,82,83,81,82,79,78,85,78,NULL,NULL,NULL,88,86,87,77,82,84,77,80,79,86,NULL,NULL,NULL,82,78,80,80,78,80,82,77,80,81,NULL,NULL,NULL,82,80,83,79.78,54,78,61,77.74,67,79,86,80.55,61,83.09,44
1457,80,76,80,79,80,80,78,NULL,NULL,NULL,78,78,80,77,84,80,79,75,80,80,NULL,NULL,NULL,84,89,83,82,79,80,79,77,84,77,NULL,NULL,NULL,89,87,87,83,80,84,77,78,81,85,NULL,NULL,NULL,82,80,89,78,78,76,82,78,82,81,NULL,NULL,NULL,81,81,84,79.74,59,78.89,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1458,73,78,80,76,75,86,79,75,75,80,86,82,84,86,80,81,72,73,80,79,75,75,82,86,80,80,80,80,76,76,81,83,82,93.86,80,85,80,72,80,73,85,79,72,80,85,82,91.4,78,85,81,80,86,86,80,76,76,80,80,NULL,NULL,NULL,90,86,72,85,79.39,19,77,25,77,47,81.75,8,80.35,17,80.5,25
1459,84,92,86,95,88,96,74,82,88,88,95,96,90,88,90,94,85,95,83,80,86,85,95,90,93,88,95,88,90,92,82,95,NULL,NULL,NULL,90,95,82,95,90,95,78,88,90,90,NULL,NULL,NULL,84,96,90,93,79,83,95,80,77,88,NULL,NULL,NULL,82,93,95,82,89.02,5,89,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1460,87,82,86,90,90,85,78,80,75,87,78,87,85,77,85,82,84,84,80,80,82,78,84,87,83,77,80,88,88,94,94,85,NULL,NULL,NULL,80,81,80,87,84,82,85,78,82,90,NULL,NULL,NULL,78,84,87,92,92,93,93,82,74,85,NULL,NULL,NULL,92,92,92,79,85.92,33,92.68,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1461,80,85,92,87,82,82,83,80,80,83,80,89,83,87,88,85,80,81,89,80,84,81,90,91,85,76,90,81,89,84,81,84,79,88,80,78,80,83,85,94,91,82,87,87,86,83,90,77,77,84,81,78,82,79,87,78,82,81,NULL,NULL,NULL,85,93,87,90,85.1,35,80.3,11,82.05,25,84.69,28,86.81,55,89.85,48
1462,82,87,82,NULL,83,88,NULL,NULL,NULL,NULL,84,88,86,85,87,86,NULL,88,87,NULL,NULL,NULL,NULL,88,87,87,86,86,87,NULL,82,88,NULL,NULL,NULL,NULL,87,83,87,89,82,88,NULL,87,81,NULL,NULL,NULL,NULL,88,88,85,89,88,88,NULL,82,85,NULL,NULL,NULL,NULL,88,86,NULL,85.85,4,86.46,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1463,87,80,84,81,78,85,81,NULL,NULL,NULL,90,90,84,83,80,81,81,80,78,78,NULL,NULL,NULL,80,86,81,85,82,78,81,81,80,76,NULL,NULL,NULL,90,85,80,82,80,89,80,79,84,82,NULL,NULL,NULL,91,82,80,86,80,87,83,79,85,81,NULL,NULL,NULL,81,78,79,81.98,15,83.27,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1464,83,87,82,NULL,85,87,NULL,NULL,NULL,NULL,85,89,86,85,87,87,NULL,87,85,NULL,NULL,NULL,NULL,88,88,86,87,87,87,NULL,85,85,NULL,NULL,NULL,NULL,87,83,87,89,82,89,NULL,88,81,NULL,NULL,NULL,NULL,87,89,88,89,88,87,NULL,80,84,NULL,NULL,NULL,NULL,89,85,NULL,85.91,1,81.85,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1465,81,77,76,79,82,77,77,NULL,NULL,NULL,82,79,84,80,84,79,81,78,78,81,NULL,NULL,NULL,88,80,82,83,80,80,79,82,84,78,NULL,NULL,NULL,90,84,85,84,81,83,78,83,81,83,NULL,NULL,NULL,85,86,81,80,79,76,82,76,82,82,NULL,NULL,NULL,86,80,83,80.29,32,78.95,20,78.11,53,80.18,38,80.82,53,82.91,55
1466,78,83,81,89,82,87,80,77,75,85,83,88,88,88,88,84,86,80,81,80,80,77,86,88,82,86,82,90,81,88,81,89,74,75,80,88,78,83,86,85,89,80,80,81,90,74,76,80,89,80,87,88,88,88,79,89,85,80,NULL,NULL,NULL,94,86,82,88,84.59,2,81.9,1,84.55,2,85.35,2,84.8,4,85.96,2
